K_dl	K_zld	K_cic	K_sna	K_vnd	a_dl	a_zld	a_cic	a_sna	a_vnd	q_btm	w_dl.zld	Beta	Cic_att
0.683768	1.71643	7.79854	1455.95	195.48	1.09149	4.63794	0.0503574	0.0620707	0.846092	0.00332514	98.9855	2.98487	7.36215
2.83438	0.256557	12.3207	1097.23	14.3753	1.99024	4.95584	0.289772	0.03251	0.732745	0.00183956	88.9757	18.0122	10.0144
0.185236	1.31002	8.1999	1380.79	148.884	5.51443	4.74722	0.00656325	0.0847616	0.602869	0.00754797	92.6798	2.93975	7.08775
5.25418	2.16019	13.2893	2052.64	244.267	5.89758	2.32643	0.223971	0.00926893	0.661831	0.00410836	98.2944	4.63065	9.50608
5.48965	1.9544	8825.21	2254.55	2281.66	4.85556	1.62997	0.740805	0.0429533	0.99	0.00417476	73.3075	6.91836	30.0586
0.668028	1.57011	11.235	1182.19	16.5946	1.52525	2.44127	0.220381	0.0475826	0.895211	0.00277637	42.3403	20.6518	9.46723
0.615173	12.2975	10.3401	532.923	7851.24	1.95683	4.18743	0.0043419	0.0251812	0.646705	0.00101906	98.7292	13.07	7.45934
3.6927	6.32656	18.5879	1682.6	20.5965	5.14535	4.32141	0.0264615	0.164901	0.170888	0.0033172	99.9957	24.4338	2.06263
2.18099	12.4242	24.7618	134.939	15.2562	1.90121	6.61608	0.00254274	0.0830585	0.000669787	0.00999707	95.0597	1.26466	3.96943
3.11417	3.04499	26.9069	135.728	18.6449	2.79355	9.82037	0.00225128	0.0647863	3.13372e-05	0.00997238	99.7608	1.3677	3.52081
0.04287	0.824268	7.69501	1633.61	3103.44	4.66871	7.1895	0.00630606	0.193629	0.844032	0.00271581	99.8486	5.03647	6.40621
1.07232	4.66824	13.7081	666.181	22.1666	1.05612	7.50258	0.0242734	0.0913672	0.32474	0.0012625	47.3382	1.70158	5.17256
2.11259	3.81564	19.1334	695.478	47.9624	1.04764	7.50274	7.32708e-05	0.119314	0.238971	0.00969976	99.8047	1.66	4.84652
0.0213359	1.158	13.1848	851.38	331.322	2.67982	6.57268	0.111655	0.0173367	0.799728	0.00334283	14.5263	2.56364	7.97022
0.0811501	6.56862	27.8453	374.091	46.1984	3.87434	9.45736	0.00178862	0.00504852	0.132803	0.00473301	40.1855	1.44727	4.95985
11.7961	0.0616442	26.566	1644.88	31.5976	2.23362	7.86374	0.393865	0.0137417	0.775444	0.00672484	30.6821	12.0717	13.101
5.39462	1.83566	22.3275	288.639	93.4073	4.72918	9.98828	0.000670341	0.00331925	0.114247	0.00210136	63.3014	9.3831	3.75451
7.5895	6.06759	19.1346	420.08	16.4059	4.07766	7.74443	0.0037996	0.058741	0.0282371	0.0025722	69.7772	1.85651	2.68628
0.0397837	4.54709	20.8753	101.943	11.1063	1.26014	7.84072	0.00122961	0.00502776	0.00157734	0.00999769	95.2387	1.26822	4.3245
1.21928	5.08962	30.645	29.7785	12.8616	3.40951	9.00868	0.00203256	0.233504	0.00719477	0.00368264	69.486	11.3903	2.03433
69.5332	7.49206	1566.65	57.2621	39.4968	2.1627	8.17032	0.177417	0.0723456	9.90005e-06	0.00784868	95.9019	1.02238	12.1371
0.0735541	0.161201	9.39635	1470.14	17.9024	3.6452	9.03878	0.078242	0.0842453	0.985253	0.00204121	55.5482	17.2776	10.4378
0.593442	1.1988	11.2561	915.587	10.4542	1.52492	7.98337	0.0136142	0.22248	0.188432	0.0074905	95.0565	1.54476	4.62962
8.14462	2.00536	1528.57	564.771	7.16922	5.31415	6.50981	0.340494	0.0101463	0.00055725	0.0011308	81.8792	8.5557	5.45079
1.4326	1.94792	3511.59	287.54	18.1348	3.87677	9.9981	0.322561	0.064088	0.0427769	0.00267969	99.6492	1.06905	15.2541
3.1779	1.91067	10.5467	1451.76	188.238	5.69789	5.37195	0.0130594	0.0792446	0.492839	0.00984836	5.03823	2.07445	6.59516
13.7251	0.812677	53.028	1826.12	13.8233	3.48404	9.95415	0.148893	0.269687	0.0258265	0.00993908	18.191	1.13445	6.66539
0.363848	1.44925	524.301	9605.07	9993.07	3.02642	6.22641	0.380801	0.207945	0.989975	0.00685366	99.6659	1.19181	14.9228
1.77115	2.62863	15.0312	1276.81	6.24487	6.66133	2.01077	0.364413	0.14037	0.616068	0.00110772	26.3453	22.9253	11.0131
1.30803	0.102313	3.98498	1677.61	9.28141	6.83029	5.26015	0.0211042	0.115547	0.579973	0.0022746	99.9995	24.9976	8.75292
0.014958	3.97517	10.0734	932.613	21.1312	9.3615	4.61932	7.75323e-05	0.329051	0.304041	0.0066596	43.3318	4.27018	4.09411
2.57278	0.0235407	11.7911	1949.66	19.2088	6.3736	5.18248	0.0971689	0.0348503	0.719163	0.00950779	99.4678	22.8394	13.3484
1.6915	0.191318	15.6882	3314.63	996.475	9.95212	3.18024	0.304373	0.0180007	0.985072	0.0077818	98.2889	3.9782	16.6336
0.858538	0.647935	6.14391	3434.43	659.477	6.97575	4.01952	0.0858438	0.314858	0.81254	0.00199676	38.8109	13.5075	8.69315
3.99083	0.167095	68.1771	9881.54	545.913	9.62504	4.67706	0.522388	0.255711	0.984091	0.00106312	68.8572	7.72091	22.0812
0.0974377	1.9249	6.70583	1188.99	24.1571	9.97195	3.4534	0.000605774	0.0133645	0.643523	0.0100004	23.1184	3.22497	6.4318
1.37384	0.495638	5.82398	3940.49	50.2285	5.6004	4.55095	0.117791	0.0512134	0.976881	0.00447614	66.7218	2.15843	9.34836
0.226108	5.79449	82.0287	1687.41	85.2145	8.58523	1.33219	0.445592	0.0381382	0.810443	0.00716329	73.4106	24.7602	16.8706
1.66037	0.0897655	6.83654	1391.1	7.90978	9.92598	3.45448	0.100222	0.0132367	0.544387	0.00555577	74.0888	18.7329	10.4935
6.83597	5.49524	1046.9	407.053	8.69419	8.11982	3.12526	0.463722	0.0430648	8.07152e-05	0.00498386	45.8311	1.25117	14.0113
0.0175146	4.28132	9.45725	383.73	40.4867	7.3234	4.57081	0.00311847	0.00175715	0.378467	0.00141385	98.4021	12.5394	4.76957
1.43021	0.283322	10.2361	1606.26	434.47	6.05442	4.3852	0.232712	0.0841698	0.756077	0.00885339	99.9735	5.19264	9.63988
1.92016	0.164872	4.81473	2394.82	3.83387	7.80878	4.28106	0.0478339	0.259867	0.425718	0.0099983	96.4461	3.14195	9.4027
1.64964	0.07856	4.44643	860.732	6.99886	9.9396	2.90227	0.167473	0.0616571	0.380826	0.00680917	99.1071	23.8969	7.05033
0.594529	1.42183	6.05923	9351.92	410.292	5.22113	4.37001	0.12189	0.313439	0.989951	0.001295	99.8776	2.42889	7.98295
0.0859693	2.41055	8.35445	1703.72	252.587	9.71767	4.7904	0.0184825	0.0175985	0.667465	0.00355734	89.3559	2.33794	7.40934
6.97213	0.124113	782.082	9723.6	181.945	6.13428	3.9672	0.661219	0.22784	0.981632	0.00290322	99.9529	5.56514	29.9278
2.32323	0.189209	20.1593	8017.81	548.538	9.9965	3.85869	0.336583	0.249974	0.985975	0.00574936	29.4263	6.2476	16.2994
0.375901	0.813672	11.1822	2176.72	9.77918	9.98335	4.91286	0.254561	0.169152	0.521452	0.00316558	98.9927	2.00083	8.15906
2.1401	0.0147264	62.8348	9841.46	1079.48	8.96361	4.55438	0.473137	0.28542	0.988419	0.00999409	97.3666	23.4088	18.5878
5.36033	0.248389	6162.52	2362.13	37.8634	5.77738	3.95977	0.703534	0.111043	0.607161	0.00590142	99.9367	3.89488	22.5624
0.177295	4.13982	11.0376	281.946	9.32458	3.71201	7.75884	0.00117773	0.0872641	0.0466435	0.00179188	83.2984	1.8842	3.22724
3.90398	9.12746	42.8242	120.83	41.2155	8.71044	8.48204	0.000313771	0.00276085	0.00132663	0.00999636	43.2384	1.22188	4.12435
2.28699	1.96855	16.6593	134.788	13.0601	3.37738	9.9958	0.00260841	0.0015412	0.000390653	0.00267546	98.9379	1.36953	3.77624
0.806468	4.46337	16.9824	154.415	15.4706	9.93239	8.81387	0.0022246	0.000557952	0.00996133	0.00204905	15.1705	1.34574	4.02585
0.490256	2.13115	13.348	166.555	16.9087	9.996	8.69445	5.18706e-05	0.104532	0.0604667	0.00224212	24.886	4.49053	2.81148
3.05437	0.163316	6.83278	1951.46	2114.74	8.07605	9.28227	0.114008	0.0385682	0.796875	0.00251455	99.288	3.34054	8.52125
1.59524	2.48656	6.55959	776.775	3.72464	4.72389	4.49751	0.000329053	0.054942	0.434098	0.00249704	1.33591	2.53775	6.4762
0.639889	0.431524	5.51541	1361.89	5.71987	9.96286	7.45951	0.00192805	0.173186	0.250157	0.00427437	45.8703	1.83279	6.17033
0.920964	0.514646	9.06421	1278.37	11.2388	9.9475	8.88712	0.000491775	0.262913	0.0528352	0.00898115	93.9919	1.40934	3.78238
0.181163	0.312355	6.90938	2575.28	5634.7	5.68625	7.56318	0.0118149	0.259999	0.900026	0.0025386	22.2139	22.2772	6.93855
1.34531	0.168975	11.246	8080.91	133.436	8.20943	6.87924	0.0217489	0.299276	0.862604	0.00207339	87.848	5.77042	14.5583
0.0940951	0.0916064	6.31245	1205.43	7230.71	7.22166	8.40704	0.00308771	0.0130376	0.989769	0.00871459	5.85494	23.6347	7.7596
0.828971	1.72595	9.70918	7915.93	397.31	6.24296	6.39106	0.00782322	0.327674	0.623877	0.00543103	28.3048	1.63751	6.19085
2.0425	0.541795	23.1328	4731.51	33.6417	8.87276	6.59048	0.240114	0.22581	0.440449	0.00881518	36.1499	1.51427	7.61019
2.92445	0.433224	8.037	661.84	18.3767	9.99983	7.0299	0.00254982	0.00664905	0.122016	0.00613967	99.2992	1.74576	4.12959
1.95727	0.121566	8.44171	9721.2	127.105	7.89223	7.77681	0.15153	0.241592	0.980224	0.00376629	66.7075	3.23122	13.4946
2.23429	0.0639912	11.8249	5256	66.8805	6.72478	9.75248	0.280676	0.205112	0.815	0.00463052	77.1348	6.13783	13.4854
0.223469	1.6136	14.6264	222.152	6.09319	9.59788	6.86584	0.0770311	0.0143077	0.00235869	0.00595056	18.7939	1.38344	5.69384
0.819799	1.31109	11.457	35.7175	11.6692	7.40778	7.44126	0.0116183	0.169247	0.00803084	0.00648088	35.6547	3.0213	2.95075
0.766057	3.01114	11.7215	2182.19	249.605	9.84527	8.3245	0.00301772	0.118858	0.461137	0.00111797	13.9645	1.72892	6.51251
0.11642	0.379126	14.7825	1303.31	193.212	7.86496	6.77533	0.25244	0.132542	0.97814	0.00103844	2.79402	17.4358	9.99122
0.358248	0.121363	18.9744	2195.07	9.14132	8.02691	6.33926	0.0288931	0.0782092	0.866111	0.00949986	52.2142	7.55792	15.9874
2.77597	0.0399493	333.177	4692.01	49.0041	7.42919	9.88233	0.568722	0.184114	0.83616	0.00846348	32.9046	9.6094	23.5527
0.0868218	4.03724	2412.26	9980.97	15.6672	2.97116	7.90876	0.315135	0.354899	0.331427	0.00362198	58.5933	1.0374	16.0797
0.785029	1.26163	7072.58	249.489	18.528	7.02039	9.7455	0.330115	0.157025	0.00250696	0.00811604	99.8419	1.04179	16.2859
2.9636	2.07603	234.288	239.14	10.9064	7.77832	7.11098	0.320703	0.0746841	0.00424297	0.0015	37.0053	1.19266	10.4896
2.26493	8.44747	6375.43	138.183	19.9691	8.53951	5.55773	0.34237	0.0600737	0.000132836	0.0026195	99.964	1.07443	15.8965
4.42097	0.169154	9980.16	9540.77	98.9249	7.65036	9.32466	0.74075	0.177031	0.915309	0.00140292	61.9136	1.98165	28.6867
2.80099	1.62033	426.772	491.006	13.8843	9.76183	6.01525	0.312431	0.0541564	0.010241	0.00755801	41.4532	1.10763	11.192
0.403909	2.68617	17.8318	778.207	26.2068	6.33641	8.21597	0.0166577	0.0508821	0.14704	0.00473515	51.8172	1.35381	4.86906
0.448496	0.0573588	22.7753	2429.51	490.452	9.81273	8.16855	0.198035	0.0130341	0.896279	0.00446282	97.3527	23.1344	15.5349
5.98665	0.061863	45.5693	4371.03	17.1065	6.11751	9.31493	0.266251	0.0110523	0.916149	0.00366872	62.694	3.46252	24.4392
1.99663	42.8942	8.15058	183.903	4.602	2.11472	3.84498	7.03358e-05	0.0241598	0.000281179	0.00121901	99.8743	1.70555	4.39946
0.560052	160.867	11.1018	215.455	6.72574	2.50344	3.67212	0.0218816	0.0303533	0.0478541	0.00160459	99.9612	1.49098	4.6755
0.0126748	138.063	5.275	908.897	1.00608	9.37454	1.87467	0.0115019	0.403311	0.0223553	0.00193768	67.0692	12.1887	6.96035
2.61098	72.1959	6.63663	206.075	6.89544	2.45948	2.49391	0.000513597	0.13058	0.111859	0.00187254	97.0039	12.7425	2.81322
0.887062	14.0718	5.63827	239.144	4.56648	6.3872	3.58749	0.00230921	0.00854969	0.01847	0.000908836	98.1451	1.95638	4.49877
0.212504	1363.05	6.57996	244.646	2.63907	2.42436	2.44603	0.01062	0.0573065	0.00114114	0.00277696	99.954	2.20007	5.51789
14.3645	11.099	5.9395	2833.14	0.440068	1.18185	2.38877	0.0104984	0.50521	0.186601	0.00508569	2.65324	3.93496	7.40518
5.68229	8.78519	4.39529	376.555	2.61202	4.20379	2.26654	0.000267066	0.150056	0.00015945	0.00503228	15.1038	3.26588	5.47914
1.21062	2777.65	6.23586	686.471	2.18635	1.80699	2.02484	0.0047453	0.341641	0.0158513	0.00814561	94.5105	2.1934	5.46794
0.0988422	159.99	5.46404	349.695	2.35402	4.56847	2.03953	0.000282993	0.110158	0.0458826	0.00580565	99.9638	2.97979	6.07889
0.167703	72.968	4.71927	262.858	1.8123	4.20499	1.66418	1.40803e-05	0.023014	0.0184479	0.00753718	96.8605	6.29515	6.6586
7.77108	8278.4	5.96339	324.377	1.5529	2.77305	1.72301	0.138724	0.0411113	0.000218753	0.00115416	19.39	11.1073	7.05452
0.774426	13.5221	6.12465	299.323	2.41345	3.18487	3.31914	0.000358446	0.0594697	0.00213363	0.00215425	13.0952	2.49286	5.7001
0.0270905	952.092	5.2521	1319.47	0.70376	5.31993	1.75858	0.00480128	0.480035	0.0850686	0.00112345	10.2334	24.2143	6.96196
0.0819774	167.758	5.14642	328.703	1.03104	2.76088	1.93462	0.00108847	0.0245256	0.00160832	0.00144153	39.5117	13.1424	6.82678
1.72418	1561.74	4.19448	351.844	1.9638	5.22847	1.63988	0.00144937	0.0739801	0.07098	0.00165975	15.525	11.7943	7.02081
0.019308	9059.61	5.33164	337.913	1.38364	4.72793	1.98918	0.000297418	0.0535034	0.215925	0.00128311	5.6563	10.4607	6.4112
7.57971	3265.58	7.6376	78.8154	6.56498	2.83247	2.14195	0.00065959	0.00935696	0.00413042	0.00200599	94.7733	20.3327	2.28284
5.19564	8744.01	4.20459	309.734	1.96505	2.8095	1.75083	0.000765796	0.0214341	0.000360117	0.00198769	99.3235	5.2123	5.97831
0.0196708	6680.44	6.23214	4975.19	0.212112	2.43637	2.30615	0.00506375	0.542207	0.00306377	0.00197436	96.3715	2.66882	7.06723
0.784926	522.881	5.78305	445.042	4.13673	5.66435	2.29285	0.00196359	0.119845	0.103507	0.00337244	29.8182	2.05869	5.26556
27.5236	52.7316	5.75109	232.956	1.52775	1.1452	1.95183	7.8775e-05	0.00252519	0.0020801	0.00934681	32.8469	3.95305	6.09103
2.80596	9034.66	3.77066	518.06	3.80412	4.37155	1.42014	8.37363e-05	0.0696914	0.363618	0.00364482	16.9978	14.3844	6.16642
0.0213894	6923.44	5.12228	728.962	0.722624	5.68962	1.27454	0.00063321	0.279368	0.16349	0.00958701	8.32883	24.7025	7.04819
4.53603	9925.77	4.18098	1126.28	2.80736	4.93127	1.57623	0.00215368	0.282052	0.131168	0.00316629	99.763	3.30777	6.34755
0.0811955	9212.56	5.12255	440.775	1.33714	5.51119	1.83802	0.00106084	0.158686	0.000698075	0.00238917	32.6548	8.23161	6.59388
0.085153	8.62795	5.68684	327.723	2.51703	4.85657	3.71856	0.000267914	0.100061	0.000216863	0.00140773	98.7756	2.60059	5.66225
0.209305	2067.05	5.15772	251.526	2.32063	3.8625	2.09378	0.000262473	0.0293398	0.00372757	0.00293492	99.6377	3.03864	5.85633
0.259006	43.0646	5.22987	2022.74	0.455122	1.40585	1.82842	0.00138679	0.516111	0.000399322	0.00144961	98.1191	23.7904	7.52886
1.85199	11.554	4.11654	356.452	1.98547	5.17627	1.97078	0.0279483	0.0246163	0.0313672	0.00219755	61.4647	6.10393	6.56335
0.150249	9952.35	5.17392	1026.39	1.25119	2.12062	2.05138	0.00310865	0.427127	0.0857397	0.00166792	48.7382	6.16404	6.36204
4.66581	452.327	3.80623	694.785	2.10031	4.21794	1.68477	2.12741e-05	0.301072	0.000101358	0.0014974	66.5118	6.39018	6.01899
6541.65	3476.97	5.2751	449.557	1.81303	1.08761	2.01564	7.72298e-05	0.132423	0.196566	0.00263747	0.993281	3.71642	6.16996
0.101942	9102.36	8.84689	201.244	3.43362	2.08545	2.71659	0.000112299	0.0282426	0.000117457	0.00490029	10.5323	1.68961	5.01622
0.0216803	2966.9	5.18216	376.797	1.01552	2.6786	1.64551	0.00178799	0.108154	0.000267854	0.0047127	55.5116	10.3306	6.43312
0.0122736	461.867	5.35945	3264.29	0.0321022	5.9984	1.32236	0.00628499	0.543092	0.00561374	0.00942198	22.3526	17.8464	7.79002
0.548292	9997.42	5.95569	220.195	4.55654	4.96115	2.03455	0.000297628	0.0472669	0.00728298	0.00985174	99.011	2.02258	4.04041
4.96294	22.2006	4.54965	376.271	3.01772	3.67573	1.92162	0.000237782	0.121581	0.000636525	0.006254	99.6792	2.92996	5.12804
4.10451	363.563	4.7818	587.661	1.47553	2.45399	1.42114	0.00889471	0.0869138	0.192106	0.0074312	55.9273	7.50883	7.13052
0.824812	2307.29	5.13917	2638.29	1.60887	3.48265	1.93694	1.59171e-05	0.453079	0.000160513	0.00629403	99.9236	1.98848	5.54397
0.0473673	9856.07	5.92432	3960.84	0.327941	5.33987	2.49861	0.00432657	0.531897	0.00187752	0.000951889	9.58347	3.06788	6.88547
0.160052	195.793	4.49768	618.516	1.58147	5.30958	1.78856	0.0100575	0.3415	0.0593096	0.00237341	32.7359	11.0735	6.39439
0.0151907	9347.21	5.19243	272.22	0.982797	1.22133	1.75689	0.00269486	0.0434441	0.00828088	0.00119751	96.5592	24.5834	6.47061
0.0359897	32.0165	5.88997	2871.99	0.505815	4.80022	2.3323	0.0376549	0.490838	0.0196243	0.0016989	94.8936	5.80806	7.77063
0.96074	9786.13	5.51006	334.004	1.594	1.60452	1.9246	0.0110798	0.0685919	0.0871096	0.00391493	20.3603	4.62831	6.22346
10.547	819.385	5.55014	1954.35	0.718165	1.08711	1.69471	8.8074e-05	0.516444	1.61587e-05	0.00994266	32.7947	4.39108	6.57971
0.0555898	81.7487	5.13466	2706.43	0.307676	1.35786	1.4493	0.00460082	0.545327	8.31936e-05	0.00799461	80.3227	16.4285	7.15972
4.5851	25.9785	5.04072	1065.29	1.61935	2.15383	2.03255	0.00251438	0.382572	0.0486402	0.00731761	40.1025	3.20406	5.98782
0.0110625	8863.2	6.9933	472.981	2.50523	9.99965	2.44575	0.00194844	0.188349	0.00415155	0.00360876	99.4629	2.04137	5.57204
0.049289	1755.43	6.36919	825.257	0.0673679	2.02896	1.42195	0.0541743	0.0457069	0.000198169	0.00426488	7.58666	21.8921	8.42961
0.866358	16.838	5.74871	2121.12	1.57221	2.842	2.60469	0.0012134	0.441664	0.0018603	0.00528615	69.9174	1.98397	6.02974
0.0636999	10000	7.13091	492.829	1.89195	1.94484	2.22166	0.00641758	0.204064	0.0134303	0.00688932	13.4115	2.11274	5.70779
0.7304	145.265	5.45741	5008.35	0.295958	5.16984	1.4926	0.00733711	0.473878	0.220499	0.00998411	98.9275	2.9347	8.82437
8.80516	2.53641	5.92556	634.442	1.32677	1.00139	3.43017	0.00109786	0.359996	0.00436757	0.00608167	1.98248	3.37668	6.03111
0.0224156	2214.59	6.14144	312.831	1.79722	9.32337	2.06598	0.0437762	0.0191575	0.278334	0.00163326	1.92286	7.20976	6.4066
0.493257	27.2654	4.9092	267.714	1.75941	5.1519	1.82227	0.0640687	0.00285252	0.00272734	0.0030921	52.7836	8.22657	7.12343
1.01723	14.75	5.48996	349.297	2.09641	4.34158	2.8562	0.0643921	0.0201605	0.000923853	0.001278	63.2228	2.81714	6.29115
0.765842	9.61933	4.75582	431.399	1.26834	2.48395	1.93633	0.0347904	0.264131	7.43715e-05	0.00193898	99.6318	16.5899	6.97761
1.08471	6248.09	3.83833	254.354	1.92205	4.47035	1.63819	0.0205021	0.0175247	0.000153071	0.00181657	87.0213	8.48171	5.93667
0.0709254	74.2443	5.59833	424.757	1.5865	3.08914	2.08877	0.0202258	0.119112	0.0584641	0.00359126	99.9957	4.89519	6.52132
0.55821	28.4401	7.77118	486.187	3.21016	5.83762	2.64083	0.129667	0.201164	3.1603e-05	0.00287217	99.1302	1.93625	5.65172
1.98788	8888.29	11.0706	101.574	8.23607	4.23332	3.01179	0.00218314	0.00414016	0.00154226	0.00300031	99.9904	3.95524	2.27884
0.00999368	199.658	12.1251	1289.5	4.4394	9.92936	3.87922	0.035662	0.381513	0.0974905	0.00118339	12.217	1.41541	5.31461
0.240357	9661.02	5.35914	2922.29	0.356112	1.35993	1.92155	0.000913748	0.549157	0.00670894	0.00196593	21.3295	7.23278	7.06921
0.09724	9776.71	6.05988	292.724	1.31134	2.41112	2.28153	0.0250818	0.0249115	0.0203198	0.00155662	9.62873	4.16373	6.23814
0.883213	134.683	7.30734	373.753	1.38274	1.47073	2.08754	0.134701	0.00289693	0.264883	0.00137333	99.9955	7.5798	7.48725
0.538389	49.3609	4.93005	514.822	3.14513	3.63032	2.02268	0.0233169	0.0116902	0.427181	0.00140833	61.2089	8.78743	7.33014
6.52444	9659.02	5.29803	257.175	1.79365	1.73834	2.11957	0.029097	0.00914673	0.00921155	0.00125583	94.8219	4.56719	5.90421
0.0441211	5196.36	5.46988	418.183	1.0178	5.89495	1.53682	0.00707258	0.220205	0.00073532	0.00999885	2.79665	8.27121	6.47374
2.50098	216.642	4.67745	1107.34	0.875297	2.49932	1.33459	0.000125262	0.377107	0.0289948	0.00367343	60.2454	22.2988	7.60265
0.177291	86.8167	5.95657	1129.01	0.0526942	2.5929	1.50869	0.0115308	0.0102802	0.021904	0.00636098	71.5626	10.1957	9.4342
0.120603	6678.66	5.70085	374.27	1.44327	5.44004	1.34569	0.0601282	0.130846	0.00196994	0.00848007	42.8911	15.9663	7.19993
0.0131073	9999.56	6.32469	923.092	7.54912	1.77612	1.82465	0.0270453	0.152027	0.712379	0.0052488	62.6544	5.61367	6.58227
2.46741	23.2659	5.40838	594.803	1.77948	6.1125	2.38876	0.0564658	0.0758239	0.0803587	0.00103059	8.04166	5.3517	8.05115
11.9379	9575.14	5.76061	327.424	3.6599	4.54246	2.29653	0.0364988	0.041517	0.00114121	0.00113936	11.1616	2.2142	5.55925
0.011266	17.7401	8.83661	1066.22	0.0472732	4.61289	2.45998	0.13389	0.140797	0.0161177	0.0010589	29.9526	9.39611	9.18082
0.141216	9918.92	5.33186	433.862	0.998495	2.5204	1.57148	0.0226543	0.160727	0.000712143	0.00220811	27.8793	24.9951	6.85919
0.0122003	13.3497	7.65641	1509.81	1.67085	1.53984	4.40073	0.0170725	0.455063	0.000270322	0.000936939	85.5024	1.91615	5.78172
0.0148016	3.62186	6.82087	2479.77	0.903405	2.04348	3.73548	0.0279371	0.515145	6.87505e-05	0.0041867	1.22839	2.46773	6.25091
0.670745	7067.33	7.62342	311.06	2.82265	3.19827	2.46589	0.0165985	0.111709	0.00553457	0.00401832	6.37566	2.00733	5.47742
3.94064	174.376	5.43926	515.482	1.16857	2.33677	1.66898	0.00716253	0.112843	0.0386718	0.00483556	51.6113	5.04093	7.55755
0.0169263	12.3388	6.13686	1379.5	0.879214	4.62786	2.52322	0.0248921	0.479731	0.00980743	0.00476633	3.05785	4.00739	6.51883
1.76921	193.446	5.1121	244.172	1.43349	2.44592	1.30214	0.0760615	0.0352552	0.000212848	0.00678759	76.5171	18.5488	6.6512
1.87089	8245.09	4.56298	271.196	2.08663	3.92521	1.57908	0.0474793	0.0229466	0.00423733	0.00343896	99.945	5.76837	6.01293
0.210268	2620.71	5.46473	391.296	1.07759	1.71184	2.0856	0.0172675	0.200359	2.41959e-05	0.00122759	7.36108	8.27217	6.31845
0.0977042	80.8415	5.79324	426.07	0.939037	3.16802	1.86108	0.0142885	0.0230881	0.0512126	0.00213987	37.9443	12.6972	7.56775
0.292537	30.9219	7.34523	1683.46	369.337	1.48807	1.87743	0.0779858	0.0407956	0.958495	0.00876703	34.3074	5.06158	8.2583
0.0590422	8.25743	5.601	233.116	1.17418	8.97441	1.80686	0.0296139	0.0226512	0.0144498	0.00396563	5.97363	24.7301	6.63346
0.0308908	9388.2	7.8015	341.014	2.37799	3.34118	2.14207	0.0426587	0.0691454	0.0420871	0.00804848	99.62	2.13003	5.91683
0.128971	14.9972	7.92911	301.695	3.22113	2.23149	2.96407	0.00900936	0.111176	0.0209536	0.00995924	97.0096	1.8196	5.42716
10.5517	39.2524	5.3418	1127.4	2.07718	2.69467	1.95054	0.0241691	0.303186	0.0062427	0.00572263	98.0374	2.30436	6.20382
0.0591558	164.028	5.75072	566.517	4.93525	8.7886	1.97013	0.0156839	0.0176612	0.317262	0.00654452	99.9246	3.14767	6.17091
0.269298	9842.7	8.05202	279.642	5.31663	5.22121	2.58151	0.0141431	0.0219237	0.0115224	0.00464872	99.8831	1.58029	4.48354
0.00997142	532.916	9.93295	382.454	1.79846	9.7467	1.95221	0.130921	0.0418222	0.0711752	0.0099754	62.9966	2.58465	6.99846
1.24514	10.4414	3.70267	384.335	1.96425	6.99742	1.73978	2.09552e-05	0.153962	0.00574202	0.00246455	41.1957	10.1876	6.91687
0.57104	9401.43	6.22445	416.5	1.51517	1.26907	2.59057	0.00668929	0.216766	0.0107318	0.00113021	4.4375	3.03383	5.88449
4.8397	7.15287	3.74392	468.255	2.18887	7.59655	1.99005	9.67214e-05	0.0158621	0.0252712	0.00122024	15.9677	8.25005	7.64077
0.0108491	5049.24	5.07247	277.364	1.11772	4.15009	1.63455	0.000609896	0.0443855	0.00527729	0.00189251	98.4325	24.8057	6.47091
2.18317	130.857	6.01609	422.015	3.62537	4.09599	2.62957	2.32191e-05	0.200231	0.00506364	0.001866	46.6398	1.90624	4.85531
0.0589602	15.9266	5.32102	333.508	1.06214	0.998506	2.42739	0.000318016	0.141173	0.00209817	0.00216641	99.8915	8.30804	6.26416
0.0177693	13.4882	5.09856	526.103	1.14192	7.1169	2.17742	1.97413e-05	0.24631	1.34357e-05	0.0014506	97.1651	17.3486	6.97955
1.08477	1355.89	8.24194	528.444	6.96399	8.85132	2.47828	0.00342022	0.258426	1.4182e-05	0.00539325	43.8908	1.49708	4.06113
2.90712	4053.91	5.60691	727.411	3.58571	4.42962	2.04138	0.00174153	0.304124	0.00873794	0.0042033	61.6268	1.97956	4.76895
2.72433	3554.37	3.2427	326.239	2.32098	7.36953	1.18713	9.88326e-05	0.067384	1.82431e-05	0.0066462	28.4731	12.4765	6.09108
1.76122	7187.92	7.46003	404.728	6.10294	6.41127	2.22439	0.000199152	0.183863	2.64153e-05	0.00679187	62.0068	1.61693	4.04512
0.0305987	306.975	5.84765	282.138	2.13583	9.76911	1.87481	2.58823e-05	0.0282365	0.000998005	0.0100004	58.3177	3.20692	6.00802
0.181295	638.277	7.78225	1957.53	1.73349	2.25743	2.6131	1.06705e-05	0.449557	0.000997635	0.00390631	7.5027	1.69435	5.74406
6.38542	2402.31	2.93144	391.207	4.07043	9.24598	1.10407	0.000216291	0.0359649	0.0027128	0.00533081	97.2096	5.5031	5.97449
2.60702	15.5913	6.71028	275.578	6.44746	7.967	2.99877	0.00169013	0.042153	0.0017012	0.00368666	61.5876	4.15277	1.89483
