K_dl	K_zld	K_cic	K_sna	K_vnd	a_dl	a_zld	a_cic	a_sna	a_vnd	q_btm	w_dl.zld	Beta	Cic_att
3.73115	5.735	9.99971	2524.91	1561.49	8.87402	3.24028	0.155211	0.0576538	0.767163	0.00242871	8.82696	2.74185	8.87744
0.152915	492.779	8654.45	2147.98	3486.32	9.96574	1.6649	0.613665	0.00528076	0.986865	0.00108475	23.0071	18.3809	31.9739
0.975008	1594.74	11.6597	1542.89	116.787	8.32091	3.30662	0.00451598	0.0510746	0.353438	0.00161851	70.408	1.81211	5.41701
1.26397	1463.73	15.296	1594.09	26.3509	8.26509	1.59713	0.331965	0.00970314	0.681445	0.00156764	82.8594	6.61155	9.57182
1.20777	6041.8	16.0946	240.311	15.2684	9.93627	3.52573	0.00953769	0.0593947	0.00576362	0.00238069	99.9755	1.43451	3.54213
0.865526	47.2982	5.11991	2212.83	469.764	7.93296	2.10578	0.00899664	0.0929772	0.733912	0.00154717	99.9265	5.64207	7.5035
0.214513	9535.34	20.7514	370.448	16.3433	9.81025	4.32371	0.0175787	0.237027	0.00722118	0.00259609	99.9927	1.30792	3.95893
0.539482	430.634	10.3737	6565.6	125.319	9.06069	2.20306	0.101461	0.315289	0.597901	0.00510761	94.0289	1.94587	6.71136
0.145094	2348.21	4.82396	7309.36	2790.39	8.21935	1.71588	0.0242514	0.26066	0.979276	0.00239643	99.9048	5.06235	8.98811
5.70702	51.2043	5493.8	455.229	11.8935	9.20456	3.37503	0.457703	0.0622543	0.00745757	0.000984082	61.0228	1.15287	16.8503
3.69093	603.985	37.5048	150.484	26.6916	9.99981	5.45527	0.0207102	0.0217523	0.00610095	0.00442474	1.15079	1.20041	4.89601
0.53618	3863.46	60.6495	168.516	51.7225	6.36001	9.97731	0.000513883	0.0582173	0.0161843	0.00110813	10.9471	1.2517	4.6291
3.9443	20.4256	52.0843	66.9406	19.2401	9.87842	9.85483	0.000924333	0.00437089	0.00269441	0.00271061	9.7345	7.60943	1.93235
0.0268403	20.8608	38.6541	124.876	28.5248	10	8.6688	0.000436314	0.00123927	0.0107173	0.00699197	99.3892	1.22461	4.35379
8.847	9426.27	108.976	170.134	106.458	8.55363	9.99745	0.00141702	0.0810632	0.000173694	0.00321553	44.5222	1.19195	4.62664
6.69114	9.70062	80.7646	92.5077	29.7015	5.14913	7.78014	0.0902863	0.000606516	0.000776599	0.00214697	69.153	1.14973	6.43493
0.0392912	9.15006	22.6127	171.967	16.4428	9.96984	6.96642	6.84406e-05	0.00925758	0.020533	0.00997433	49.4873	1.29974	4.22658
3.29742	7014.76	78.3026	1794.59	26.627	5.48487	9.42139	0.00509614	0.235927	0.000203865	0.00393448	25.3316	1.2398	3.07734
1.06798	89.8954	41.2385	1270.18	12.3283	9.89665	7.07987	0.000143567	0.220094	0.000737749	0.009973	49.9638	1.59962	1.88834
0.49191	792.64	73.4057	105.186	40.5458	5.42703	8.53788	0.00197967	0.0721108	6.24959e-05	0.00822663	96.5017	1.35086	3.57544
1.02834	27.1312	89.1618	88.8138	50.3263	10.0001	8.68632	0.0315527	0.00752471	0.00128986	0.00862313	31.7821	1.10298	5.61714
0.254223	9992.06	62.6671	130.551	32.5127	9.98691	7.32707	5.63176e-05	0.00412493	0.044728	0.00121627	99.8685	25	2.2136
0.536544	34.7294	32.6037	283.49	34.9987	8.79098	7.83955	4.19502e-05	0.0501502	0.0305349	0.00278232	54.8057	1.31641	3.9052
1.80848	9143.33	141.062	150.816	103.271	9.98809	7.04969	0.0289336	0.00315246	0.0114803	0.00999885	64.9557	1.10061	6.40091
0.0419861	1764.95	76.4925	2740.98	168.603	6.58419	9.35022	0.00125693	0.330555	0.0899587	0.00534509	17.7349	1.10373	6.29159
24.2569	72.4312	26.1299	2900.99	37.7664	1.06119	6.14653	0.00837794	0.327755	0.201299	0.00243163	21.4287	1.31829	4.95091
7.36089	750.62	55.6826	183.49	44.8773	9.41467	7.55151	0.0169634	0.00834581	0.000457528	0.00163569	3.41305	1.16341	4.71492
2.10827	48.2901	63.0061	259.399	53.456	9.95892	7.06635	0.00787048	0.166455	0.00205002	0.00994955	99.9952	1.18736	4.44416
0.680665	65.7585	44.8196	488.505	24.5241	9.95345	9.79511	0.000275019	0.0280828	0.0270777	0.00225992	46.8048	1.5207	2.49746
3.14784	9549.2	15.9802	9556.11	9.41267	9.8938	4.42344	0.000244011	0.30898	0.117302	0.00160077	26.124	1.45417	2.16589
1.09299	455.12	21.865	856.747	20.3515	8.7256	5.19323	0.00112421	0.114019	0.0445267	0.00205783	39.0562	1.69582	2.8167
9.84947	7.90731	39.5386	1217.38	209.024	9.94928	9.87071	0.000382929	0.09757	0.0802985	0.00368198	26.2909	1.34444	5.63239
0.125086	9766.77	69.0775	111.959	56.7934	9.87271	9.14096	0.0008087	0.0628283	0.0137092	0.00339102	21.4746	1.17395	4.87171
0.806428	9998.79	34.0516	267.309	31.889	1.57582	5.77385	4.40063e-05	0.0659212	0.071357	0.00490443	1.54351	1.32377	4.48336
0.864115	29.0616	23.3759	297.211	21.6603	9.92122	6.24771	0.00460628	0.079724	0.0326177	0.00415871	7.4842	1.29655	4.27741
3.3392	169.793	88.3601	116.398	80.0461	5.42709	7.93294	0.000140501	0.0162068	0.0261622	0.00893058	96.2931	7.10754	3.25568
0.0293318	33.9947	40.4731	159.433	31.859	9.98878	7.65138	0.000500038	0.0728657	0.0166529	0.00937865	99.408	1.18362	4.56615
0.828943	22.8123	51.3832	109.843	20.1372	9.98791	7.56867	0.0651167	0.00194591	0.00282009	0.00202055	4.97301	1.12225	6.17489
0.52352	1337.74	54.714	138.137	34.225	8.41516	8.13349	0.00282826	0.0266558	3.71203e-05	0.00215108	99.9923	1.37894	3.41188
1.69079	9798.68	794.631	64.4965	67.1439	9.60809	6.74559	0.106847	0.071947	0.000352317	0.00266496	95.9924	1.01396	10.2681
0.107533	636.145	65.8969	78.6876	36.7473	9.9938	7.99732	0.0296536	0.0147849	0.000122621	0.00111355	99.7661	1.12975	5.34352
0.0523058	52.5542	2120.52	206.103	15.521	9.99317	6.09732	0.277806	0.158123	0.0016561	0.00128481	99.8421	1.0451	14.4921
7.53359	776.945	4534.63	143.467	19.0042	7.68432	9.3352	0.080672	0.263886	0.000658051	0.00605282	33.4702	7.88742	3.92911
6.49641	509.95	163.185	93.5418	109.237	6.71735	9.80515	0.0182695	0.00250953	0.00288817	0.00503565	33.7078	1.09064	6.04468
0.456788	9970.14	52.0644	94.6286	37.6584	9.92396	5.44156	0.0148149	0.00451709	0.0020902	0.00991133	99.9727	1.24221	4.26929
0.193586	91.8194	270.773	49.2796	44.612	9.91493	7.01287	0.0920452	0.0162426	0.00206515	0.00511277	99.9981	1.02221	8.73619
0.0117691	796.911	945.717	31.9368	51.8039	8.17111	9.86955	0.0924194	2.65365e-05	0.0071904	0.00168911	30.6679	0.977654	11.1009
6.74386	4093.5	198.579	194.193	32.964	7.94347	5.11241	0.148611	0.00439379	0.017123	0.00119435	10.2123	1.10268	8.73707
0.00990608	8488.15	975.294	44.313	48.0572	9.86984	9.37882	0.102471	3.9086e-05	0.00643765	0.00131916	78.08	0.985317	11.2831
24.619	8.38516	17.893	2414.62	1605.22	9.99797	7.04608	0.0327275	0.0207532	0.289475	0.00134621	10.9752	1.6138	7.08338
6.38917	13.3623	9950	236.3	27.246	8.98296	6.63923	0.330325	0.00779763	0.0213198	0.0012067	15.5284	1.06958	16.8733
1.10651	9418.39	1376.82	259.074	112.788	9.97912	7.59863	0.117261	0.00739827	0.0266066	0.00242872	96.9676	1.0074	12.1111
4.73745	21.7799	1106.41	461.94	89.3606	8.58187	7.6692	0.130739	0.036827	0.0292983	0.00987617	37.0617	1.00116	11.8206
0.21721	20.528	47.1961	181.68	33.1578	9.9402	9.94064	0.00681669	0.0301601	0.00813684	0.00499903	94.7445	1.44928	3.47888
0.0821947	9813.03	43.0424	163.822	34.5626	9.96847	5.90873	0.00951093	0.156756	0.0125647	0.00539445	99.46	1.22097	4.61926
2.53492	9981.44	1439.4	267.547	16.3542	9.99927	7.134	0.110272	0.0283012	0.000409636	0.00302931	43.6532	3.03931	4.57411
0.384789	5616.95	83.4632	40.8034	36.2403	1.36715	8.51216	0.0202157	0.0091963	0.00117046	0.00245525	99.9737	1.09686	5.4822
0.0592105	17.2547	1691.71	182.073	29.228	9.78519	7.8679	0.176029	0.235784	0.00157639	0.00995293	48.9073	1.00441	12.8764
0.0215649	56.9783	68.6871	117.128	43.6579	9.81317	9.9762	0.00758947	0.00291785	0.0102672	0.00594901	67.6732	1.18306	4.7782
2.91062	5.58335	28.1078	188.562	19.4122	6.38087	5.62254	0.0499361	0.0860692	0.00127843	0.00998894	96.8997	1.37603	4.18089
0.045761	25.2058	45.8886	111.499	29.7041	9.89001	9.85914	0.0155416	0.012443	0.00523945	0.00192038	99.7414	1.1701	4.85188
0.0186603	303.412	4450.07	114.094	20.0718	6.40786	6.30693	0.226544	0.0431393	0.00846744	0.00164997	25.5454	1.01014	15.8196
0.012965	763.477	292.722	162.574	43.2808	9.81752	6.94348	0.0676927	0.263076	0.0132729	0.00999863	11.1807	0.994082	8.93721
1.21768	9144.98	74.9799	111.544	50.7875	9.99124	7.1531	0.00656737	0.022051	0.0242747	0.00153419	99.9999	9.94114	2.91776
4.49284	14.9517	423.405	110.191	32.8807	6.13017	9.92818	0.0499104	0.0444024	0.00427214	0.00512894	62.6848	21.3424	4.02858
5995.28	0.52561	6.70569	202.708	4.22162	1.26861	5.38022	0.0299024	0.10045	0.000152951	0.00235838	34.6863	1.85519	4.10903
14.7807	8.50562	4.58093	705.04	1.21194	1.68048	1.74998	0.000166564	0.351521	2.71985e-05	0.00293906	71.5386	16.4424	6.89964
331.046	0.0515645	1.77843	1418.03	11.8009	5.13755	4.71938	0.0176399	0.186449	0.000163384	0.00154397	25.5971	1.98095	4.77743
8549.29	3.06302	4.58851	339.596	1.51601	1.1461	2.70973	0.0119223	0.194511	0.0288932	0.00205048	28.8546	4.7737	5.70086
2608.95	1.49096	2.80478	213.058	4.51101	2.21868	1.54742	0.000801598	0.0318627	0.00379761	0.00241566	27.6307	2.44653	4.20318
695.144	0.0440207	1.35897	817.598	7.14662	3.22135	4.48221	0.000353746	0.223792	0.000880601	0.00094668	24.0432	3.31432	7.37754
25.5623	0.27999	2.78595	479.749	5.85978	5.89373	3.89653	0.000936585	0.0977435	2.03309e-05	0.0014149	51.3083	4.81251	5.2441
444.042	0.259598	2.52859	442.362	9.18405	3.78413	3.7616	0.100824	0.00898512	0.00586703	0.00104801	7.49385	2.47492	5.87036
1206.33	0.0623248	0.771687	718.624	9.80559	4.93317	1.22323	0.00397883	0.201601	6.70937e-05	0.00105364	2.11468	2.52883	3.83379
188.199	0.581262	3.25055	933.114	2.69655	2.13914	1.88367	9.95586e-06	0.336128	0.00310035	0.00193721	30.4221	16.2823	7.92463
1942.27	1.99412	1.96639	301.261	4.22439	2.48078	1.28682	1.7981e-05	0.104728	1.62748e-05	0.00187822	1.89847	4.68596	7.53294
900.336	0.130492	1.75792	395.15	4.68008	2.22475	2.84535	2.04157e-05	0.173472	0.00237523	0.00116572	91.3862	3.3203	4.54115
47.3235	0.474021	6.75615	571.499	2.27848	2.52634	3.14216	0.0827252	0.044312	4.08806e-05	0.00160932	91.7127	5.05364	10.761
2772.44	0.723144	3.33371	829.98	1.62135	1.40361	2.2302	0.00361728	0.413286	0.0129461	0.00150572	81.7165	7.67889	5.9687
1446.7	0.0223438	2.52004	340.856	3.25795	1.68953	3.78328	0.00484274	0.157157	0.00220292	0.00171297	99.985	6.41453	8.43896
892.408	0.0283768	1.33301	751.625	6.93279	3.40459	1.93329	0.000741619	0.236274	2.65606e-05	0.00143278	98.1227	2.68947	6.54988
37.2371	0.179097	3.45074	412.779	5.42954	4.23683	4.72185	0.0935829	0.0168417	9.93558e-06	0.00121865	97.9074	4.03655	6.38355
557.185	0.015089	1.57817	595.785	8.283	4.1383	2.15942	0.0461568	0.0975227	0.00714594	0.00195107	65.9756	3.52984	7.99402
70.152	0.154955	2.66203	428.334	6.60349	4.76924	3.158	0.0460308	0.0111405	3.21125e-05	0.00299186	33.7258	5.46003	5.64257
1103.9	0.037405	2.19549	346.575	4.52679	2.00081	4.48947	0.00374631	0.0984109	9.3685e-05	0.00426783	17.8524	4.55903	6.29963
484.203	0.0397212	2.91741	459.335	6.42101	2.67332	5.33417	0.000595824	0.0722475	0.00273705	0.00997566	14.8691	2.3944	6.50371
180.555	0.0135895	3.5271	563.713	7.16057	4.97455	4.56711	0.0934909	0.00592601	0.00176394	0.00337611	29.3239	5.96103	10.0886
11.3422	0.717766	3.45177	766.357	3.11839	4.75297	2.17584	0.00609587	0.24062	0.0251003	0.00361769	97.3552	5.45784	6.5599
503.135	0.264431	2.91808	859.91	6.80132	2.64312	2.13345	0.000978153	0.261264	0.000234522	0.00985352	47.5763	1.87705	4.0806
9996.89	0.35066	5.38849	229.834	3.10341	1.23977	3.49686	0.00165536	0.0739643	1.75704e-05	0.00824104	54.9038	2.17253	4.21479
2464.93	3.43586	4.02226	356.758	1.96765	1.32443	1.75876	1.73057e-05	0.248374	0.00013516	0.00763204	48.544	4.73572	5.53958
4804.35	0.0392066	2.68215	182.883	2.17512	1.27786	3.13801	0.00116405	0.0160213	0.000930327	0.00357635	87.0678	7.52005	4.92802
6.79638	0.0596952	4.37029	2663.21	0.982518	2.75564	5.41388	0.0136594	0.444715	0.00051419	0.00416149	59.6641	21.8968	9.91986
897.685	0.0115972	1.55328	277.571	11.7978	4.05789	3.42806	2.41711e-05	0.00179604	0.0162333	0.00153725	22.7828	10.6766	1.07309
827.952	1.09008	4.72087	670.126	15.9375	1.4393	4.27092	0.00465833	0.0604175	0.34784	0.00160019	7.65395	5.17424	4.49582
461.999	0.0475965	2.42816	412.472	6.42865	3.10095	2.8504	0.0914398	0.0111403	0.0448838	0.001715	11.698	13.0871	8.00378
623.881	0.606529	2.65985	3173.8	6.38318	2.3455	2.94746	0.0021853	0.333072	0.196226	0.00145192	34.0437	2.02785	4.90502
26.2611	0.270072	4.53774	608.211	2.6723	4.90488	4.27314	0.016128	0.184114	0.00552934	0.000991423	3.38343	24.3664	9.35014
344.683	0.184525	1.55511	621.878	9.36335	4.49418	1.89525	0.00062143	0.0233736	0.0183075	0.00252633	26.7571	2.32841	5.79972
2015.91	0.0142104	11.1412	2285.95	4.52588	3.53136	3.33196	0.0425536	0.310996	0.0180952	0.001031	2.70347	2.49678	25.1495
1728.18	2.62629	4.75864	733.673	1.96033	1.36903	3.12122	0.0526449	0.315077	1.39088e-05	0.00108703	64.8647	2.94112	5.74183
496.54	0.687702	2.60103	1096.74	2.09363	2.01856	1.23711	0.000606878	0.376636	0.000554701	0.0018119	99.2836	19.0737	7.63741
8.58273	0.53915	3.32392	417.339	3.8055	4.9374	3.59787	0.000324252	0.0860766	0.053237	0.00149587	70.8664	5.69892	5.69921
45.583	1.16505	4.02603	364.153	1.8232	1.50925	2.87004	0.000626431	0.150976	0.00814786	0.00155534	99.9868	10.8568	6.3983
4018.22	1.19276	4.97026	5345.61	0.141135	1.20755	3.12179	0.0614825	0.550686	0.000153465	0.00127979	34.2254	3.82215	7.65293
8.15502	1.35454	5.16279	4829.16	0.177402	1.25261	3.52222	0.0398258	0.553495	0.000111644	0.00161526	91.0544	6.94516	7.59351
1282.34	0.0121435	1.28693	335.244	9.33357	3.58463	1.63856	0.0695897	0.00911979	0.0240672	0.0018774	89.965	2.98842	3.51421
177.77	0.72092	2.94205	319.857	4.76261	3.12646	1.09813	0.0399685	0.0108535	0.00714179	0.00594967	14.6982	15.1279	6.41573
268.881	0.496503	4.56499	811.392	1.15704	1.0445	3.48196	0.00624315	0.31202	0.0332948	0.00376088	26.744	8.66162	7.10636
14.5985	1.47949	4.31629	2664.82	1.5326	2.89115	2.44177	4.2627e-05	0.410489	0.00523234	0.00929404	35.6348	2.76267	6.30869
845.008	0.0124106	1.58573	690.826	9.4208	2.88571	5.43959	0.000722077	0.0291841	0.0946959	0.00340032	33.1005	3.35817	5.11595
40.627	0.699524	3.04842	2150.41	4.63482	5.21165	3.50122	0.00446865	0.256685	0.0553634	0.0043251	7.7306	2.33985	4.62485
472.586	0.034092	1.68613	541.431	8.70819	4.54056	1.23938	4.32129e-05	0.0113114	0.0255843	0.00364175	18.8675	4.19997	7.44192
229.225	0.0367249	1.95305	951.276	8.60611	4.29644	3.65463	0.00683597	0.176155	0.0363714	0.00467706	20.5305	4.4493	5.71906
653.788	0.0179699	1.99817	754.799	9.98565	3.63468	1.78224	0.00493647	0.028338	0.0994825	0.00312573	77.4744	3.40806	7.62314
230.188	2.30111	4.61743	323.786	4.43695	1.72493	2.70688	0.00317692	0.00980442	0.0763547	0.00499897	50.9995	2.50293	4.9715
16.8484	0.453504	6.17407	7493.93	41.0002	3.69701	3.3985	0.0265765	0.319575	0.654248	0.00808983	57.4625	2.94194	7.39921
55.7524	0.432263	3.69777	746.902	8.23617	4.4514	4.44235	0.000438616	0.14125	0.0242562	0.0034873	25.8266	2.13812	4.17963
9454.49	0.375336	6.24677	5546.68	0.089937	1.22126	1.93935	0.161191	0.568786	0.000948451	0.00787631	69.9149	4.40772	7.72956
325.952	0.0130391	4.64199	799.871	6.60444	3.4654	1.52297	0.135204	0.14182	0.0904575	0.00573494	66.4106	7.84385	10.2672
317.867	2.44112	5.46773	261.321	6.8866	2.29562	3.50624	0.000782221	0.0272337	0.00576588	0.00117963	99.6543	1.77366	4.09767
414.595	0.301425	1.83428	788.766	7.82239	4.63114	1.40127	0.0165842	0.185334	3.32014e-05	0.00107533	16.0447	4.24346	10.3816
367.672	1.1598	3.67415	379.091	3.53026	1.85164	3.95146	0.00208526	0.05545	0.0336744	0.00104844	4.53131	3.66128	6.28595
312.995	0.983523	3.39051	793.881	4.49742	2.18926	3.42186	0.00246754	0.200192	0.0241948	0.00147585	28.8557	2.1798	5.43418
1896.45	0.0105269	0.587689	334.242	4.91081	2.63051	2.01497	0.000287893	0.0599383	0.00448545	0.00192867	42.5102	5.08744	3.35857
9903.47	9828.74	842.682	3964.72	0.126004	1.67438	1.29124	0.681008	0.499923	0.00179644	0.000900172	32.8981	4.31654	21.8758
599.688	13.7447	3.01382	363.113	7.32798	3.59248	1.21368	0.00855102	0.113964	1.97694e-05	0.0025862	68.7053	2.02948	4.22892
563.028	0.161339	3.57239	301.42	10.2979	2.59091	3.85596	0.000707264	0.0260756	6.54238e-05	0.00755062	29.1437	1.91224	3.34614
9997.68	2.53526	5.02155	400.459	2.08042	1.20887	2.7268	0.0059406	0.205119	0.113149	0.00238392	92.448	3.46637	5.59729
395.981	2.1398	4.04703	2279.63	5.42441	2.6962	2.59714	0.0032402	0.323543	0.00433788	0.00201677	99.0795	1.57038	3.48128
455.702	2.61377	4.92544	2333.16	0.480412	1.05877	2.24322	4.25304e-05	0.507479	0.104384	0.00319678	8.48683	13.1556	7.47526
822.686	0.802366	4.38607	8448.18	0.0811024	1.33427	3.48781	0.00180238	0.520073	0.0103037	0.00162233	65.5179	2.67234	7.80708
3172.58	0.0499637	2.25288	379.608	2.33021	1.61989	1.97325	0.000161168	0.235599	0.00209892	0.00239973	39.4796	10.5693	6.97235
1019.7	0.00994684	1.71927	2045.45	6.66022	3.18933	5.19239	0.00721344	0.261326	0.0134585	0.00211389	56.2495	1.83747	6.62902
629.974	0.246011	1.53958	332.384	7.154	3.62811	1.34728	0.0166139	0.0378421	0.000900336	0.00174343	64.3546	2.81246	4.68619
1562.66	0.0133717	45.1995	435.198	6.03019	3.3372	1.04484	0.757373	0.0796673	0.00137035	0.00290504	27.7669	2.72819	11.9162
3.85631	0.316368	10.8442	3329.94	1.01001	4.45399	4.59469	0.320608	0.415059	0.0219683	0.00145858	96.791	5.4644	11.2083
1067.35	0.0106867	3.80233	1253.49	4.60004	2.70731	2.66536	0.0215062	0.314418	0.00129409	0.00175838	98.9611	3.96954	14.5462
48.4098	0.137918	3.46914	874.12	5.82482	5.17043	4.77509	0.0352183	0.0865772	0.0042011	0.0014213	70.0205	2.86741	8.05795
5034.7	0.052149	2.45093	911.613	1.64407	1.6767	1.27448	0.000109199	0.423539	3.28092e-05	0.00178236	98.9518	13.6346	6.89857
165.062	0.89731	3.34982	376.018	5.45972	3.55355	2.18583	0.164942	0.0250516	0.000325122	0.000996767	39.4385	4.00974	7.14114
1287.18	2.42536	2.60566	1120.01	4.62795	2.9212	1.2186	0.0641954	0.334869	0.0164621	0.00187807	96.3803	2.15235	4.72298
60.982	0.115454	2.58668	765.406	6.52801	5.80855	2.06191	0.00770109	0.103137	0.0395849	0.00221452	53.4992	10.0272	7.32515
391.574	0.410722	3.59255	1278.68	1.23393	1.15247	3.55201	0.000359333	0.460881	0.000453751	0.00171962	97.2766	8.58533	6.5613
26.2931	0.978625	5.56613	5551.05	2.03335	5.08984	2.99353	0.0281469	0.308942	0.00271783	0.0017843	76.5845	1.59867	8.78034
1471.65	0.116357	2.27651	227.129	5.58587	2.23275	2.42726	0.000231905	0.0368471	0.000172032	0.00233223	98.7482	2.60919	3.33201
164.179	0.0317947	5.9903	569.366	4.16191	2.93244	3.50102	0.0200932	0.0589935	0.000718619	0.00164604	65.8589	16.2536	12.6344
1393.89	0.041863	2.16199	291.392	6.8749	2.78381	1.4762	0.000825382	0.0169677	0.00160924	0.00999183	22.1348	2.41029	4.46616
204.082	1.04475	5.08039	353.813	2.82104	1.36331	3.88957	3.94818e-05	0.127621	0.000706366	0.00634146	7.88718	2.77284	5.43369
9238.03	0.0169532	7.21831	153.287	8.58032	2.66794	3.90795	0.135898	0.0254725	0.00021794	0.00514218	11.4616	1.66453	3.04812
942.337	0.012409	3.82972	459.966	1.99652	1.5034	1.79914	0.0653159	0.165518	0.000126255	0.0100009	27.4359	24.9385	7.1191
6.10259	5.85656	7.29443	584.713	7.93128	5.81315	3.47602	0.00212538	0.214384	1.42591e-05	0.00353769	93.1647	1.70824	3.52197
7357	0.0322497	3.87193	9579.7	0.359487	1.21299	4.6634	0.000226869	0.552542	0.975606	0.00422747	99.9138	2.29908	7.08665
317.94	0.0397715	1.89816	442.837	6.07737	3.00356	2.7086	0.00352753	0.0965212	0.00190264	0.00284811	65.429	6.33569	6.7714
760.472	0.0323784	2.68216	1901.89	3.47788	1.77067	4.78167	0.00985665	0.376578	0.00367349	0.00399063	99.9963	2.62827	7.00956
175.634	0.0381056	2.78714	471.872	6.79656	4.10269	1.91454	0.00734983	0.0043442	0.000528633	0.00606865	99.3338	4.37446	7.52732
6607.77	0.118314	9.53436	5793.08	0.157443	1.53446	1.23183	0.305195	0.530017	0.029394	0.0091978	71.0432	3.83742	10.5044
1814.46	7.11355	4.00452	1685.94	1.39702	1.43883	1.83021	0.0194438	0.464054	0.0127349	0.00322236	16.6059	4.24204	7.00901
323.482	0.0276379	3.68719	1579.92	6.90802	3.15314	4.02773	0.0204168	0.0420333	0.245066	0.00176152	12.7367	15.6321	12.3242
1310.8	0.364766	1.1341	2447.94	3.50565	2.8554	1.06822	0.000216069	0.361395	0.026375	0.00237951	8.32405	3.96607	9.66759
17.1994	0.262582	5.13924	1355.7	2.65164	4.58655	3.5253	0.190097	0.26121	0.0827024	0.0018783	37.4261	8.19194	8.85921
2251.32	0.242522	1.20638	201.214	7.06045	3.33323	1.60491	0.00112105	0.00917374	0.00186608	0.00117264	1.01312	6.39916	1.01012
9410.53	3.88344	5.01439	2689.44	0.29248	1.011	2.35175	1.04133e-05	0.559138	0.00237631	0.00150791	1.03431	23.5828	7.12168
1696.03	0.0403447	6.9418	826	3.65994	1.97763	4.57969	0.000402139	0.032227	0.108941	0.00135666	32.6062	2.96874	17.4912
116.459	0.0368624	26.8642	2290.89	5.07047	4.20967	5.19265	0.182074	0.184072	0.140116	0.00222292	24.9497	6.98375	23.9271
13.7005	0.138772	3.11575	441.115	2.91229	3.99332	5.54048	0.023323	0.0851177	0.000777314	0.0020475	38.7562	10.1206	6.58732
122.297	0.0531414	25.3573	3647.93	2.73254	2.26516	4.60325	0.0637939	0.35647	0.214157	0.00135579	73.069	13.5903	21.3033
739.962	0.459113	3.96642	429.314	2.7771	0.994308	3.44005	6.30446e-05	0.00995605	0.434827	0.00125256	37.2714	24.8904	6.15712
134.082	0.0889929	2.21472	970.822	8.02073	4.01217	4.18284	0.0159633	0.0489024	0.0382218	0.00183812	87.2799	2.62511	5.69408
1439.55	0.0533526	1.95761	508.747	4.95689	2.18258	3.98258	0.0139972	0.0456465	0.0434911	0.00159092	35.0913	2.50791	7.3002
8287.97	0.0293407	2.91814	8771.55	0.306813	1.58986	3.56311	0.000342264	0.542789	0.101734	0.00135259	61.5051	2.63366	7.9386
807.74	0.174813	4.99785	557.16	5.03367	3.13102	1.31657	0.0151094	0.0193989	0.0060368	0.00323093	31.1668	2.55496	13.9227
41.925	0.245542	6.14283	1697.73	8.41751	4.78971	3.69867	0.0604503	0.0388315	0.218151	0.00714263	38.4906	1.97484	7.75822
27.3295	0.245529	4.01109	730.32	2.84327	3.54919	3.52978	0.00821432	0.0419353	0.104889	0.00434532	21.7933	6.30013	8.02992
8.40529	0.443987	4.52065	9082.32	0.0540471	1.63367	5.02222	0.00107168	0.507157	0.267163	0.00998596	40.304	2.06445	6.39132
339.294	0.0939878	1.88633	2387.65	7.30971	4.57067	3.69019	0.00317451	0.211885	0.00343039	0.00268003	10.5323	1.96706	6.98477
209.059	0.115978	6.59664	1051.89	5.01709	4.03589	1.81965	0.0293525	0.186785	0.00406527	0.00988729	9.12532	3.67188	12.6451
14.597	0.0707602	4.56671	324.46	1.97604	2.60467	4.88256	0.0198325	0.0181924	0.0348945	0.00731439	21.2511	18.1277	8.55778
7.78536	10.7679	5.61229	6358.49	0.0422242	2.2856	1.84145	0.0100564	0.500667	0.810022	0.00715107	97.3484	3.15613	8.69032
9746.89	0.066444	3.71825	6725.5	955.732	1.22568	3.26328	6.51004e-05	0.319476	0.988117	0.00992866	65.0625	2.24649	5.85244
31.3954	0.202535	4.39368	3321.6	1.09923	1.62427	5.63143	0.00768841	0.431272	6.32229e-05	0.00337443	99.4735	3.76126	8.26272
381.606	0.0815516	3.35113	359.042	6.12013	2.22076	5.12207	0.00569847	0.0113526	0.00204872	0.00357647	55.7095	2.26459	6.28316
22.4871	0.0498948	3.9493	5069.15	0.0971335	1.24889	3.46638	0.00547347	0.524659	0.0045238	0.00874769	98.4866	23.6078	8.33821
178.223	0.0568559	2.5688	5004.67	6.36703	4.52709	2.51854	0.00251205	0.239848	0.146742	0.00352012	86.8287	2.1735	10.698
490.88	0.0146401	2.31449	670.69	7.37958	3.82212	4.32748	0.0278961	0.166482	0.000362418	0.00101932	33.9694	6.43291	11.9828
190.33	0.262801	5.72271	370.344	3.66922	2.06601	3.6206	0.214633	0.00884861	0.00295317	0.00279549	33.0822	4.50682	8.05212
64.4601	0.312475	2.92437	893.652	4.04893	4.68953	3.9529	0.0348786	0.243926	0.00323298	0.00228051	2.6385	7.51776	6.55517
9761.21	0.0099871	2.87412	9617.31	0.477513	2.12321	3.05646	0.0403718	0.507511	0.00920958	0.00186392	19.9442	2.03351	8.28633
4389.87	0.0282304	4.64332	175.816	10.3716	3.24013	2.70277	0.0291755	0.00291949	0.000585309	0.00422788	22.647	1.983	1.52953
554.829	0.169314	3.61452	388.809	9.3872	4.08537	1.82882	0.407821	0.00451378	0.000600971	0.00226302	17.3391	2.56715	5.8543
2139.99	0.828817	1.82632	375.043	5.60958	3.0761	1.16843	0.174384	0.15167	6.95651e-05	0.00171283	1.193	3.29373	6.25526
9522.57	0.716601	7.78153	921.961	1.06579	1.03865	4.00768	0.154827	0.431784	0.00781191	0.0019701	72.4054	3.96703	6.71729
