V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
3316.35	178.38	9065.43	26.421	250.772	5.34059	4.50357	0.124351	0.130675	0.000169344	0.0016681	26.591	0.970612	13.6935	0.026198	0.016668	4
3786.56	170.254	8263.7	26.0574	259.263	5.3483	4.45518	0.118683	0.1086	0.000410807	0.00171395	24.9823	0.972926	13.5247	0.024739	0.01653	4
2841.9	147.643	7781.49	32.5049	202.333	5.06899	4.26013	0.137591	0.115685	0.00010994	0.0017119	24.6248	0.987662	13.4088	0.025849	0.015938	5
3397.18	146.103	7891.55	34.8546	248.492	5.37331	4.49899	0.121883	0.105917	9.68811e-05	0.00171534	21.9911	0.971399	13.3939	0.026074	0.016818	4
2267.95	212.16	9765.37	62.3347	107.204	4.13014	3.53465	0.201721	0.12343	0.000104702	0.00157871	34.6573	1.00747	14.4366	0.017662	0.011838	5
3653.36	224.836	9798.24	23.3247	256.87	5.30693	4.49121	0.121043	0.214959	0.000177794	0.00157347	42.2998	0.968733	13.8277	0.02734	0.017394	4
2505.46	140.396	7867.05	29.1357	191.064	4.99529	4.2252	0.146622	0.0958066	0.000126263	0.00173765	24.842	0.981215	13.7892	0.02288	0.014186	4
2799.32	133.617	7263.98	33.5013	231.05	5.30535	4.44412	0.126988	0.105837	0.000337082	0.00171383	36.6822	0.975859	13.454	0.024173	0.015225	4
3238.59	161.347	8929.93	26.0164	230.922	5.21785	4.40554	0.129994	0.129471	0.000176973	0.00166041	26.536	0.965855	13.7738	0.027781	0.01627	4
2994.67	157.484	7764.66	30.4783	218.087	5.16668	4.32507	0.134138	0.102676	0.000118866	0.00168693	25.2246	0.979231	13.4736	0.024199	0.015406	4
2823.34	146.833	7365.91	34.5054	238.275	5.34458	4.47307	0.124588	0.105827	0.000336537	0.00171491	36.6764	0.970776	13.5194	0.024915	0.01553	4
2827.59	141.923	7205.92	33.4135	234.117	5.31826	4.46141	0.128505	0.106056	0.000336751	0.00171448	22.0099	0.974375	13.4608	0.024242	0.015227	4
3518.96	163.171	7953.76	34.8102	262.397	5.44972	4.53627	0.116721	0.114738	0.0001103	0.00173311	24.4384	0.967926	13.4144	0.026146	0.017266	4
3424.5	181.897	8522.42	35.8757	266.861	5.48536	4.55622	0.118647	0.114141	0.000104847	0.00171958	24.9198	0.971873	13.4158	0.027038	0.01744	4
3494.22	155.823	8842.11	24.3338	241.358	5.3136	4.40773	0.123268	0.132706	0.000123505	0.00170872	24.4049	0.964742	13.8086	0.026431	0.016901	4
3966.48	161.685	8926.68	35.7451	271.546	5.4617	4.5668	0.11286	0.112028	0.000111592	0.00170888	33.121	0.965863	13.529	0.027246	0.018214	4
3311.68	230.306	8132.13	21.2632	271.451	5.45935	4.55207	0.114901	0.124393	0.000248298	0.00171253	35.5991	0.967036	13.5457	0.026456	0.016766	4
3199.62	135.107	7475.82	34.4013	260.622	5.47828	4.57317	0.122298	0.10569	0.000334988	0.00171889	22.0058	0.983965	13.193	0.024156	0.016196	4
2017.65	109.999	9519.33	35.1593	124.705	4.46315	3.73848	0.185159	0.119296	0.000500177	0.00162622	92.2138	0.995945	14.6486	0.020611	0.012225	5
3489.42	241.885	9724.9	22.6967	230.088	5.17869	4.27023	0.12622	0.229166	0.000117747	0.00161763	71.6906	0.968775	13.8839	0.027768	0.01698	5
3140.62	141.486	7657.48	31.5111	251.522	5.30638	4.42584	0.122757	0.105661	0.00133386	0.0017144	56.3784	0.979057	13.6849	0.02312	0.014429	5
3109.29	161.167	8660.56	27.8684	239.324	5.29342	4.40231	0.122919	0.100187	0.000487488	0.00167446	62.3015	0.968256	13.9285	0.025513	0.016041	5
2532.33	111.92	9412.59	19.1012	193.057	5.02969	4.14354	0.152123	0.218962	0.000700828	0.00171842	48.813	0.992611	14.1802	0.022666	0.014465	5
3368.54	164.196	9046.5	24.1159	254.67	5.38832	4.50244	0.118616	0.109694	0.000118763	0.00172749	62.4232	0.966063	13.702	0.027282	0.017183	5
2138.58	115.674	6905.87	31.5016	168.842	4.91132	4.14538	0.14614	0.10583	9.70844e-05	0.00170251	91.4068	0.978547	13.6069	0.027473	0.014356	5
3141.85	200.217	9933.23	23.9584	203.316	4.9407	4.15128	0.141101	0.136243	0.000342533	0.00171328	55.5145	0.991023	13.869	0.023202	0.015493	5
3493.93	185.351	9678.23	27.4016	265.538	5.44845	4.51716	0.117463	0.101843	0.000166798	0.0016907	67.5812	0.974435	13.7109	0.02508	0.017661	5
2087.92	107.343	6547.36	37.8638	173.054	4.94504	4.16695	0.149121	0.135412	0.000340834	0.00169274	99.9976	0.993431	13.4721	0.022018	0.012957	5
2862.37	129.613	7276.74	33.3904	244.65	5.41514	4.51861	0.120465	0.105774	0.000335807	0.0017167	56.3976	0.971249	13.4507	0.025219	0.015772	5
3075.27	162.573	9911.32	25.4961	233.572	5.25917	4.35684	0.130744	0.159958	0.000265685	0.00173749	52.7065	0.976863	13.9426	0.024911	0.016182	5
3233.19	155.05	8216.63	34.4673	259.332	5.46164	4.55047	0.115915	0.113144	0.000120402	0.0017405	60.4708	0.971192	13.4773	0.025435	0.017239	5
2878.27	124.438	9567.08	21.3435	201.324	5.05449	4.25071	0.140015	0.228145	0.000278425	0.00163838	55.9383	0.974671	14.1198	0.026388	0.015636	5
1962.95	110.198	6695.18	31.693	152.338	4.75688	4.03976	0.163805	0.105493	0.000341111	0.00169876	56.443	0.988336	13.4853	0.02942	0.013067	5
3149.41	160.913	8359.45	35.8696	259.998	5.46977	4.56684	0.11691	0.11586	0.000110798	0.00172355	60.8389	0.97172	13.4911	0.025982	0.017258	5
2139.02	137.933	9961.41	41.0172	126.508	4.38252	3.73745	0.188793	0.13315	0.000529182	0.00169443	59.6203	1.0038	14.3541	0.020221	0.012054	5
3112.63	164.057	8165.71	31.9451	245.51	5.31881	4.46717	0.118764	0.119175	0.000431713	0.00172119	88.5715	0.966383	13.7409	0.025461	0.016341	5
2894.94	161.058	8483.17	30.7839	236.96	5.32614	4.4619	0.124574	0.104115	0.000128946	0.001681	67.5775	0.959357	13.778	0.029296	0.016608	5
3194.12	157.662	8296.15	36.7242	266.466	5.48427	4.55016	0.11557	0.112016	0.000414111	0.00177578	59.6995	0.967763	13.6468	0.025736	0.016778	5
2767.8	124.267	7262.51	33.5836	233.184	5.33837	4.46661	0.123115	0.105807	0.000336607	0.00171461	77.8598	0.975011	13.4819	0.024424	0.01547	5
2919.59	161.984	9655.26	19.01	212.001	5.10001	4.26444	0.13389	0.112245	0.000162553	0.00168004	99.9888	0.978079	14.0839	0.024151	0.015801	5
2501.67	124.318	6946.68	33.0841	207.983	5.17046	4.344	0.136926	0.105687	0.000338635	0.00171004	56.4104	0.98077	13.2416	0.02932	0.014868	5
3322.67	131.107	9342.77	28.4761	230.457	5.1931	4.38039	0.128729	0.140719	0.000662572	0.00166721	47.3015	0.964105	14.0266	0.027521	0.015883	5
2637.46	131.669	7677.07	30.7669	201.403	5.06183	4.2463	0.135692	0.174635	0.000407394	0.00170279	59.3644	0.989846	13.8198	0.019524	0.014772	5
2865.17	143.806	7361.34	34.1578	248.61	5.41711	4.52633	0.120187	0.105785	0.000335651	0.00171687	56.3977	0.97439	13.4444	0.024264	0.015821	5
2810.31	134.809	7250.51	33.9817	240.938	5.38459	4.50128	0.122459	0.105697	0.000336131	0.00171598	56.3986	0.969357	13.428	0.026374	0.015695	5
1676.8	88.3968	6418.66	29.2242	117.797	4.46592	3.82022	0.182944	0.105833	0.000346277	0.0016897	56.42	1.00041	13.7361	0.028598	0.01352	5
3079.81	153.125	8443.69	26.2845	249.328	5.3961	4.51255	0.120093	0.170836	0.000108623	0.00170959	60.5242	0.970534	13.6459	0.026085	0.016665	5
2546.92	128.923	7130.29	32.8037	215.332	5.20686	4.36685	0.131671	0.105827	0.000337795	0.00171092	56.3953	0.987995	13.654	0.018711	0.015051	5
2144.25	116.055	7831.22	32.839	168.841	4.86939	4.10548	0.152494	0.112531	0.000252456	0.00175954	98.3707	0.986089	13.9559	0.022254	0.013304	5
2885.04	125.544	7438	33.7782	242.947	5.39775	4.51186	0.120535	0.105884	0.000335817	0.00171635	72.8386	0.974101	13.4843	0.024106	0.015841	5
2565	192.865	9572.27	25.4905	160.558	4.64037	3.95243	0.161318	0.117153	0.000135059	0.001656	65.7863	0.995647	13.9976	0.02283	0.013939	5
2144.55	94.4245	8768.15	30.8391	149.691	4.73019	3.99705	0.166282	0.167891	0.000138561	0.00168388	98.5149	0.986808	14.197	0.023219	0.013345	5
2700.78	114.472	9948.65	15.7483	198.117	5.01501	4.28577	0.146727	0.121644	0.000247573	0.00172646	47.7217	0.986046	13.9883	0.025079	0.015058	5
2684.68	129.667	7144.1	33.2318	222.77	5.25041	4.39853	0.124544	0.105863	0.000337116	0.00171204	77.8478	0.967005	13.7688	0.025983	0.015435	5
3308.85	220.597	9882.77	17.0079	218.117	5.02943	4.23247	0.133211	0.116122	0.000174845	0.00183141	49.2412	0.979816	13.8446	0.023845	0.016274	5
2916.88	306.194	9992.19	24.6446	151.5	4.45916	3.80352	0.163129	0.139288	0.000196836	0.00161632	46.8451	0.991712	14.3092	0.021264	0.013926	5
2843.29	134.446	7339.14	34.0833	243.098	5.3933	4.5078	0.120955	0.10579	0.000335932	0.0017162	56.3953	0.972572	13.4934	0.024508	0.01573	5
2992.15	160.423	8487.21	35.2932	242.382	5.33649	4.46506	0.123417	0.115887	0.000111669	0.00172173	60.7084	0.964066	13.8117	0.028044	0.016889	5
2104.69	170.879	9839.66	42.2707	111.468	4.1979	3.61142	0.199644	0.0745854	0.000362143	0.00161917	53.1851	1.00631	14.3992	0.019181	0.011456	5
3128.35	179.823	9961.7	18.7228	190.903	4.85362	4.10164	0.145522	0.178196	0.000160127	0.00171738	55.872	0.986549	13.9057	0.025441	0.015495	5
2758.69	130.133	7297.56	33.9078	238.45	5.3689	4.4892	0.122412	0.105792	0.000336147	0.00171547	72.8579	0.974166	13.5172	0.02428	0.015518	5
3847.61	214.077	9793.36	10.6768	267.821	5.45596	4.4205	0.116527	0.172548	0.000130828	0.00167146	64.8278	0.976946	13.6572	0.026203	0.017865	5
3071.54	117.033	9622.54	28.4385	185.482	4.88652	4.12995	0.147898	0.163231	0.000190845	0.00169372	52.0399	0.987157	13.8957	0.024221	0.015021	5
2328.18	333.632	9925.68	35.608	144.499	4.50561	3.79634	0.176253	0.124146	0.000438113	0.00150326	47.5319	1.0023	14.1497	0.02147	0.012863	5
2827.63	140.333	7269.32	34.0783	255.585	5.37891	4.4982	0.123043	0.105622	0.00132859	0.00171586	56.3929	0.97785	13.6102	0.023626	0.01413	5
3064.71	138.849	8209.5	34.046	248.933	5.42329	4.52907	0.120569	0.105804	9.6734e-05	0.00171696	56.3968	0.971675	13.5185	0.0259	0.016772	5
2173.85	179.828	9992.16	40.0966	131.226	4.40533	3.80323	0.180698	0.151641	0.00014777	0.00155265	72.8799	1.00135	14.4037	0.019806	0.012708	5
2787.9	129.708	7315.29	33.9409	239.417	5.37943	4.49715	0.121658	0.105789	0.000336063	0.00171577	72.8614	0.96952	13.5135	0.025744	0.01568	5
3048.42	214.356	9746.27	25.0867	202.703	4.95938	4.17143	0.139077	0.18866	0.00019789	0.0016648	66.0042	0.981689	13.9462	0.024697	0.015653	5
2858.14	129.471	7286.01	33.6543	241.687	5.3839	4.51126	0.121369	0.105271	0.00033579	0.00171621	56.4003	0.973356	13.427	0.024864	0.015717	5
3072.72	139.428	7682.75	32.0139	244.801	5.38292	4.506	0.119447	0.105561	9.6762e-05	0.00171533	56.3968	0.969658	13.4884	0.025551	0.016508	5
2721.39	132.857	7309.69	33.1047	233.668	5.33518	4.46217	0.121311	0.105798	0.00033642	0.00171443	99.8938	0.971033	13.6468	0.024381	0.01561	5
2952.43	120.462	8709.1	28.3498	184.18	4.86983	4.11616	0.143789	0.128559	0.00021432	0.00176146	77.4269	0.994353	13.7801	0.020005	0.014834	5
2832.66	196.783	9850.64	19.8293	189.019	4.87637	4.07118	0.148123	0.136821	0.000296045	0.00171543	52.2917	0.984018	14.1178	0.023471	0.014753	5
2500.34	188.757	9293.13	27.0437	188.872	4.87776	4.23756	0.1476	0.0669629	0.000184037	0.00160363	82.2388	0.994375	13.7985	0.023551	0.014875	5
1952	124.714	6908.98	45.0263	153.052	4.73905	4.0278	0.157846	0.134799	0.00034144	0.00165072	72.189	0.989473	14.0396	0.020712	0.012789	5
3619.09	227.672	9900.84	19.0645	245.036	5.21492	4.34715	0.123036	0.0990673	0.000211374	0.0018092	47.8512	0.968737	13.8718	0.026765	0.016976	5
2303.95	120.224	6961.88	32.0448	187.968	5.02316	4.22962	0.142234	0.105875	0.000340037	0.00170571	56.3955	0.98751	13.6283	0.021298	0.013522	5
1732.42	116.427	6824.64	36.5768	137.713	4.65263	3.94356	0.17428	0.106501	0.000114708	0.00169604	57.1089	1.00633	13.6518	0.019704	0.011554	5
3015.78	124.342	7341.68	34.1026	246.329	5.40803	4.52013	0.120303	0.105798	0.000335898	0.0017166	56.3987	0.972185	13.3906	0.025162	0.015965	5
2217.77	121.481	7626.6	31.2298	162.619	4.81215	4.0789	0.154109	0.106401	9.71754e-05	0.00169937	56.3907	0.976947	13.6989	0.034134	0.015083	5
2411.23	146.716	7459.49	28.1554	183.725	4.92346	4.14788	0.144417	0.0999029	0.000470486	0.00173635	99.0962	0.97791	13.5992	0.028564	0.014231	5
3062.99	178.026	8624.65	16.6384	243.825	5.29158	4.39121	0.124775	0.122326	0.000453803	0.00178184	61.2172	0.974003	13.752	0.026055	0.015794	5
3156.33	180.575	9601.48	28.3347	238.49	5.26706	4.40578	0.126016	0.145934	0.000177112	0.00173267	52.3328	0.969626	13.8934	0.026268	0.016642	5
1822.75	113.641	7921.85	27.1292	120.842	4.44473	3.77252	0.178361	0.104748	0.000129661	0.00167576	87.6061	0.990648	14.5271	0.021186	0.013105	5
2800.88	142.425	7321.01	33.9336	242.428	5.3763	4.49556	0.121876	0.105788	0.000336099	0.00171569	56.3957	0.977394	13.4857	0.023129	0.015584	5
1689.63	104.971	6852.11	39.0051	120.116	4.42544	3.77932	0.187135	0.123102	0.000353355	0.00181496	70.603	1.01271	13.7947	0.018856	0.010855	5
2817.7	136.542	7342.09	34.0079	244.213	5.39462	4.50963	0.121779	0.105778	0.000335946	0.00171625	56.398	0.977159	13.4649	0.023619	0.015624	5
2951.96	125.068	7632.98	32.9896	234.916	5.32777	4.45557	0.121746	0.106436	0.000336246	0.00171407	77.8355	0.96777	13.6142	0.02585	0.015911	5
2899.72	141.191	7368.03	34.2627	251.77	5.43669	4.54224	0.120093	0.105764	0.000335521	0.00171746	56.4016	0.978029	13.3562	0.024115	0.015922	5
2512.3	117.168	7288.27	32.0151	196.836	5.0836	4.28102	0.137837	0.105623	0.000336341	0.00170756	72.8694	0.980627	13.5571	0.022532	0.014386	5
3207.14	136.64	7834.53	34.0051	250.544	5.41944	4.52619	0.118127	0.105814	9.67695e-05	0.00171679	56.3953	0.974236	13.3864	0.025265	0.01688	5
2808.55	124.565	7307.65	33.9029	235.728	5.35465	4.47827	0.122368	0.105807	0.000336436	0.00171505	77.8597	0.972469	13.4794	0.025177	0.015618	5
2659.07	131.619	7229.52	33.4488	225.015	5.27655	4.41954	0.126678	0.105857	0.00033706	0.00171291	56.3982	0.975976	13.5706	0.023587	0.015076	5
2421.27	117.462	6994.25	33.0147	203.662	5.13086	4.31184	0.135411	0.105772	0.000338561	0.00170874	72.8757	1.00079	13.4787	0.0186	0.014418	5
2729.13	131.36	7213.56	34.005	225.525	5.30894	4.43787	0.12435	0.106027	9.68422e-05	0.00171375	56.3768	0.963656	13.5272	0.027235	0.015929	5
2764	129.14	7177.88	34.6452	236.37	5.25851	4.40765	0.127886	0.10525	0.00133539	0.00171189	56.393	0.982946	13.6393	0.02207	0.013716	5
3223.1	212.444	9919.36	34.1911	189.636	4.81288	4.05366	0.142301	0.126702	0.000302913	0.00177716	51.3328	0.974503	14.1224	0.024603	0.015448	5
2689.2	124.526	7262.37	33.4255	221.226	5.27713	4.41287	0.123862	0.10567	0.000337248	0.00171267	94.5982	0.962609	13.6501	0.026213	0.015827	5
2802.19	132.569	7335.1	33.3596	239.968	5.37873	4.49667	0.121653	0.105835	0.000335962	0.00171579	56.3898	0.96791	13.5779	0.025423	0.01569	5
2242.43	135.365	7489.04	30.7871	168.09	4.84243	4.07228	0.149504	0.115649	0.00011312	0.00170553	96.7616	0.982502	13.8858	0.023036	0.013554	5
3234.26	129.761	7498.87	34.0468	269.27	5.42294	4.54063	0.11767	0.105113	0.00132908	0.0017162	56.3835	0.978626	13.6238	0.022314	0.014772	5
2812.23	129.463	7182.87	33.9048	234.966	5.3072	4.44416	0.12387	0.105851	0.000336836	0.00171366	56.3939	0.987332	13.4872	0.022151	0.015595	5
2376.24	126.387	8328.63	24.3291	129.157	4.38029	3.75762	0.175372	0.126938	0.00011737	0.00168002	69.0065	1.01286	14.0765	0.01634	0.012758	5
2609.32	135.096	7109.63	33.2912	224.17	5.25909	4.40854	0.128212	0.105736	0.000337209	0.00171225	77.8591	0.972117	13.5524	0.025742	0.015142	5
2965.8	142.065	8029.67	25.5013	239.888	5.3497	4.46966	0.12242	0.169265	0.000107329	0.00173899	60.3486	0.970387	13.6099	0.026045	0.016236	5
2929.72	140.612	7389.41	34.3262	252.437	5.44505	4.54903	0.119919	0.105761	0.000335507	0.00171772	56.4032	0.976038	13.3098	0.025493	0.016076	5
1853.21	102.778	6517.5	30.8693	145.486	4.70165	3.98986	0.161569	0.105656	0.000343231	0.00169656	56.3958	1.0036	13.9255	0.019094	0.012935	5
3235.47	114.403	9573.2	22.0108	225.882	5.25753	4.36724	0.131074	0.247827	4.49093e-05	0.00169413	49.2698	0.978739	13.8516	0.025064	0.016543	5
3021.66	135.916	7969.27	25.4671	241.147	5.35811	4.47374	0.122073	0.171013	0.000107269	0.00173817	60.2924	0.971743	13.5657	0.026004	0.016256	5
2961.61	132.798	7339.18	33.9417	244.7	5.3806	4.4994	0.121154	0.105807	0.000336144	0.00171581	56.3994	0.978678	13.3985	0.023536	0.015784	5
2607.07	127.886	7428.85	33.7723	215.576	5.22043	4.3628	0.131355	0.105523	0.000336467	0.00171032	72.8309	0.972218	13.5842	0.025886	0.014963	5
3350.83	157.033	8641.8	34.3813	268.249	5.47795	4.55484	0.11701	0.109509	0.000440487	0.00173386	60.6307	0.973654	13.5337	0.025691	0.016948	5
2650.03	133.058	7150.1	32.9484	227.588	5.29178	4.42764	0.124693	0.105721	0.000337441	0.00171399	77.8797	0.986226	13.5459	0.019328	0.015325	5
2779.57	150.696	8035.82	33.2289	221.576	5.22249	4.3614	0.125368	0.113271	0.000113686	0.00171423	61.1819	0.984476	13.7353	0.02255	0.016596	5
2720.99	132.659	7599.28	33.6544	233.304	5.33113	4.45778	0.123087	0.105809	0.000336247	0.00171429	77.8802	0.969639	13.7672	0.024889	0.015666	5
3022.12	131.572	7357.7	32.4304	248.225	5.3983	4.53508	0.119733	0.105924	0.000336539	0.00171676	56.3917	0.975011	13.351	0.02461	0.015987	5
2801.5	138.587	7377.74	34.1383	243.491	5.39436	4.5061	0.121212	0.105801	0.00033591	0.00171627	72.8423	0.974225	13.4765	0.02438	0.015719	5
5630.25	0.217667	7987.16	37.361	52.8359	3.04211	4.79455	0.255522	5.16346e-05	0.000927114	0.009311	90.0395	1.02937	14.1661	0.015712	0.0095064	6
5150.77	0.196178	7523.48	36.4998	36.2019	2.6264	4.61723	0.304531	4.86448e-05	0.000942043	0.00936788	99.4746	1.05563	14.4201	0.012076	0.0076917	6
5148.07	0.248719	7840.67	38.7026	52.4129	3.02853	4.746	0.257566	6.27696e-05	0.000760612	0.0094947	89.4461	1.03492	14.1853	0.013336	0.0092232	6
5749.61	0.204226	8035.46	23.4285	53.6275	3.03838	4.86016	0.254757	5.82537e-05	0.000852964	0.00943097	89.9556	1.03401	14.1371	0.015905	0.0097061	6
5640.89	0.233796	8006.79	27.4151	53.6596	3.00184	4.94251	0.250279	5.76709e-05	0.000745362	0.00935887	89.9152	1.02807	14.284	0.014741	0.0096897	6
5830.6	0.235828	8594.48	28.6735	54.8821	3.03079	4.80755	0.250947	3.95449e-05	0.000895855	0.00986433	98.9767	1.0337	14.198	0.015589	0.0097519	6
5728.74	0.221073	8033.75	36.9578	53.0537	3.0346	4.81182	0.253232	5.68531e-05	0.00077857	0.00940706	88.2988	1.03372	14.1425	0.01429	0.0096015	6
4990.03	0.194081	8429.36	34.2102	48.6916	2.9393	4.8904	0.272935	6.95657e-05	0.000882283	0.00939491	91.5765	1.04727	14.3366	0.011602	0.0088358	6
4932.29	0.207131	7553.99	32.9137	49.7392	2.93386	4.95444	0.265783	4.09617e-05	0.000718118	0.00991252	86.0644	1.03887	14.1881	0.013372	0.0088853	6
5650.55	0.212281	7601.16	37.0141	49.8825	2.98088	4.76869	0.259615	0.000457557	0.000875915	0.00906006	86.6518	1.03694	14.1952	0.012788	0.0091725	8
4806.57	0.226937	7486.27	33.4224	53.764	3.03869	4.92641	0.255142	4.65926e-05	0.00072201	0.00989802	86.4651	1.03045	14.2436	0.014248	0.0093109	6
5777.72	0.195954	9468.7	38.8905	46.6266	2.86327	4.73264	0.27535	8.38703e-05	0.00107323	0.00996306	96.5709	1.04656	14.4588	0.012962	0.0090641	6
5484.9	0.207951	9156.8	33.6619	54.8132	3.03375	4.96087	0.257257	5.78703e-05	0.000954407	0.0098106	91.3695	1.04087	14.2655	0.014208	0.0096774	6
5186.96	0.224382	7444.91	37.452	53.4351	3.06992	4.78693	0.25461	5.63089e-05	0.000774349	0.0095119	88.099	1.02887	14.113	0.014936	0.0093558	6
5267.47	0.20494	7466.59	33.4821	54.1928	3.04571	4.94743	0.251431	4.57482e-05	0.000700652	0.00989006	85.3578	1.03197	14.1728	0.013603	0.0095034	6
5449.97	0.226162	9536.41	30.602	51.9582	3.01406	4.84269	0.264185	0.000123339	0.000906432	0.00872665	95.0189	1.03893	14.4221	0.01467	0.0095098	6
4979.39	0.223266	8155.19	34.2038	53.6171	3.03102	4.90584	0.256331	4.75733e-05	0.000865804	0.00995831	89.2027	1.03023	14.3388	0.014282	0.0094081	6
5519.48	0.202458	7803.6	31.0715	53.6673	3.0775	4.77364	0.25522	5.54795e-05	0.00101246	0.00940041	88.8876	1.03146	14.207	0.014311	0.0094041	6
5815.08	0.181167	9623.62	30.9889	54.4091	2.99746	5.15718	0.256061	9.46358e-05	0.000665109	0.00980262	95.6474	1.03467	14.3852	0.014469	0.0099502	6
5669.68	0.244823	8249.34	24.9788	55.7563	3.07515	4.77988	0.252302	5.40017e-05	0.000826813	0.00951774	85.9435	1.04028	14.033	0.015514	0.009811	6
5416.89	0.21233	8681.36	27.0561	53.9858	3.03376	4.86985	0.258295	4.86948e-05	0.000943119	0.00977095	88.1958	1.04359	14.2336	0.012948	0.0095548	6
5233.25	0.211222	7628.54	32.9835	54.3094	3.03814	4.96764	0.251518	4.59455e-05	0.000695639	0.00988613	85.1897	1.03018	14.2304	0.014114	0.0095529	6
5207.59	0.215718	6950.54	34.7832	53.7207	3.06862	4.8307	0.251942	5.48757e-05	0.000763445	0.0095034	91.3309	1.03053	13.9946	0.014503	0.0092414	6
5961.94	0.205589	7827.86	28.98	53.6467	3.03645	4.8386	0.252793	5.29116e-05	0.000812235	0.00940767	93.9261	1.0366	13.9979	0.01579	0.0096133	6
5173.06	0.207462	7288.3	32.9776	53.6609	3.04947	4.97757	0.252021	5.58296e-05	0.000719652	0.00937595	88.2737	1.02485	14.1637	0.015529	0.0095304	6
5110.68	0.213172	7926.1	27.0222	54.3766	3.05732	4.95584	0.255424	5.66025e-05	0.000790008	0.0093063	88.9875	1.03657	14.2177	0.013416	0.0094435	6
5451.35	0.231673	8275	31.7892	55.0914	3.09126	4.74875	0.255783	5.47774e-05	0.00101819	0.00935863	87.7661	1.0413	14.108	0.013942	0.009453	6
5099.64	0.218339	7568.75	33.5314	54.7496	3.05373	4.9313	0.252316	4.73147e-05	0.000757657	0.00989588	86.0336	1.03422	14.1599	0.013363	0.0093805	6
6247.5	0.218272	8444.96	29.4778	54.3606	3.05396	4.74159	0.250644	5.95599e-05	0.000764065	0.00949353	94.2839	1.03931	14.0878	0.014541	0.009874	6
5383.26	0.206967	7016.46	32.0912	52.9376	3.03516	4.85373	0.252037	4.46777e-05	0.000776878	0.00987954	85.6903	1.02662	14.0695	0.015149	0.0094244	6
5359.62	0.236322	7521.84	37.7242	53.8918	3.07206	4.76481	0.251075	5.40379e-05	0.000793598	0.00936713	89.0779	1.02932	14.1322	0.014534	0.0094575	6
5695.25	0.212509	7406.33	26.862	54.3775	3.06263	4.84436	0.249895	5.96985e-05	0.000753037	0.00938109	92.4604	1.03102	14.0111	0.015781	0.0095842	6
5187.64	0.21834	7362.76	30.9926	54.6009	3.07711	4.8433	0.255869	5.21674e-05	0.000830234	0.00946058	90.1764	1.04668	13.8261	0.01475	0.0093557	6
5650	0.234042	7927.66	29.498	54.27	3.03812	4.87448	0.250694	0.000136196	0.000697867	0.00918089	88.5959	1.03597	14.161	0.013195	0.009566	6
5412.78	0.232141	8584.37	34.0169	53.545	3.04683	4.88971	0.256048	0.00016242	0.000997495	0.00851628	97.5391	1.03321	14.3626	0.013731	0.0094313	6
5719.29	0.212882	8438.58	30.506	46.7747	2.85527	4.90862	0.272958	7.9706e-05	0.000827527	0.00864029	91.0189	1.0554	14.1652	0.012645	0.0090816	6
5118.78	0.207978	7496.64	31.1941	53.5897	3.03948	4.9056	0.25434	4.7156e-05	0.000728342	0.00990082	86.4383	1.033	14.2169	0.013673	0.0093986	6
5307.12	0.212973	7999.68	25.9852	54.7752	3.0781	4.84755	0.255109	5.14132e-05	0.000856918	0.0094486	89.519	1.03946	14.157	0.012999	0.0094793	6
5934.82	0.207396	7648.86	31.3539	49.1348	2.93571	4.83022	0.259489	0.000135228	0.000706647	0.00914293	88.0469	1.03309	14.1947	0.014417	0.0092602	6
5273.35	0.198941	7973.98	33.8793	52.2579	3.03013	4.89343	0.260777	7.25062e-05	0.000757115	0.00933915	88.7624	1.03855	14.1558	0.013688	0.0092336	6
5098.71	0.221448	7537.37	31.8336	54.8573	3.05184	4.98252	0.255832	6.17123e-05	0.000808366	0.00960438	79.3743	1.04307	13.9466	0.013916	0.0092951	6
5598.22	0.216274	9710.52	36.6663	52.6466	3.00721	4.88495	0.262431	0.000216516	0.000899522	0.00911574	98.3932	1.04105	14.3892	0.014046	0.0096566	6
5697.4	0.206534	8009.73	35.534	53.7156	3.05157	4.80618	0.254492	4.27112e-05	0.000885136	0.00985038	86.5415	1.03075	14.1249	0.015759	0.0095823	6
5385.23	0.213844	7670.83	31.1681	54.1534	3.09007	4.76627	0.254596	5.34514e-05	0.000995082	0.00937352	88.7507	1.03241	14.1172	0.014735	0.0093611	6
5150.64	0.231893	7658.16	35.5054	54.5183	3.08772	4.7898	0.255097	5.57812e-05	0.000789429	0.0094134	88.7042	1.03685	14.0407	0.014421	0.0093046	6
5696.11	0.216494	8751.99	27.3881	52.8866	3.02027	4.82479	0.257598	5.73292e-05	0.000738989	0.0093993	89.1387	1.03437	14.3795	0.01369	0.0096357	6
5204.46	0.216736	7456.83	28.8804	53.49	3.01732	4.98396	0.252843	5.82421e-05	0.00082525	0.00941368	88.9799	1.03264	14.1959	0.013823	0.0093888	6
5024.71	0.229806	7757.44	29.5949	53.3579	3.01309	4.97504	0.256313	5.75016e-05	0.000783673	0.00939478	89.3734	1.03243	14.2203	0.01436	0.0093017	6
5524.04	0.222818	7857.15	37.3341	53.0148	3.04561	4.7873	0.254179	5.13832e-05	0.000896792	0.00929187	90.3184	1.03094	14.2184	0.013956	0.0094185	6
