V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17
5463.59	5214.43	1123.76	46.6928	57.6742	5.74516	1.16139	0.213601	0.113982	0.00099418	0.00350185	65.4376	1.07671	10.6629	0.010033	0.0069853	12
6257.43	2953.55	773.191	31.1432	68.3899	6.01681	1.19567	0.170198	0.000149397	0.00131964	0.00352873	98.5364	1.06878	9.84533	0.010967	0.0075586	12
5013.54	9269.55	751.888	47.1969	60.2751	5.92015	1.16907	0.199678	0.0523814	0.00137167	0.00342792	35.5442	1.07081	10.0396	0.011119	0.006516	12
6796.37	7287.83	408.072	48.2062	44.2448	5.80409	1.17098	0.211	1.87583e-05	0.000952229	0.00100821	15.2352	1.10421	8.87567	0.0096134	0.0055804	12
4155.45	9951.26	414.943	68.7119	40.9324	5.1158	1.17995	0.239684	0.000717366	0.00146424	0.00294604	47.2995	1.13155	9.15225	0.0077615	0.0048601	12
6505.67	5199.99	984.692	43.8622	57.9417	5.76905	1.20531	0.197434	0.0632662	0.00137701	0.00233099	84.7026	1.06148	10.4807	0.011076	0.0070613	12
5050.79	876.27	921.969	33.5925	61.0185	6.04595	1.1646	0.20862	0.00500167	0.00113745	0.0030195	39.3887	1.07761	10.319	0.010312	0.0066437	12
5229.45	5815.75	904.055	46.7812	59.7912	5.84767	1.15921	0.205964	4.61097e-05	0.00116949	0.00378903	44.5649	1.07953	10.1775	0.010321	0.0066378	12
3013.42	7277.3	411.014	88.412	53.0988	5.74326	1.18793	0.228244	0.0492297	0.00170102	0.00419398	24.3717	1.12808	9.04175	0.0067582	0.0044654	12
6045	4354.77	436.752	81.9726	48.2187	5.94945	1.14838	0.201555	0.179729	0.00144933	0.00134511	58.6067	1.10811	8.94932	0.0097301	0.0060599	12
5523.75	4012.84	576.352	46.0762	56.522	5.83003	1.16358	0.193161	0.00666359	0.00141514	0.00292611	51.039	1.09282	9.38126	0.0097739	0.00623	12
3740.13	9870.24	447.856	58.0747	56.4055	5.90207	1.17119	0.202447	0.00149135	0.00131264	0.00357521	75.3519	1.11375	9.05929	0.0091561	0.0054886	12
5793.68	775.831	425.222	49.5683	52.3658	5.68598	1.18425	0.186355	5.19826e-05	0.00158142	0.00234053	62.5614	1.09325	8.97379	0.010008	0.0061014	12
6009.02	1582.64	1257.16	39.8147	63.8705	5.85747	1.15917	0.201168	0.128086	0.00119341	0.00422603	46.6397	1.06809	10.7215	0.011724	0.0077964	12
3383.45	9978.06	327.295	64.3659	53.4541	5.85785	1.25811	0.202285	1.56674e-05	0.00149454	0.00208883	91.4406	1.1362	8.5067	0.0085287	0.0053194	12
9718.24	1377.14	832.341	39.9558	46.2942	5.61638	1.15838	0.202576	0.110011	0.000497501	0.00131802	45.0777	1.07087	10.0894	0.011809	0.007192	12
3750.89	8383.1	198.525	75.8299	45.1299	5.52764	1.33582	0.196005	0.00368743	0.00150172	0.00113096	90.4757	1.16862	7.54061	0.008234	0.0051445	12
6876.31	1054.7	789.094	27.4079	63.4033	5.77566	1.23145	0.178922	0.00531855	0.00118845	0.0028861	22.9363	1.0632	9.98442	0.011341	0.0075824	12
3005.6	6507.39	640.204	58.8448	61.4229	5.80256	1.28938	0.2127	0.000186538	0.00145589	0.00369807	64.493	1.09441	9.87917	0.0091502	0.005431	12
3763.95	5147.59	325.288	61.3822	51.6843	5.96143	1.21526	0.212193	0.000254861	0.00187044	0.00175739	34.5576	1.14796	8.43822	0.0072394	0.0045738	12
4536.04	3537.66	504.236	58.6435	48.5894	5.68532	1.19855	0.21936	0.0120066	0.00163523	0.00185498	91.7748	1.10803	9.39417	0.0090611	0.0052695	12
7810.38	876.626	1249.17	28.9258	69.6966	5.89676	1.17748	0.177555	0.00458073	0.00103642	0.0045524	20.5171	1.04759	10.6232	0.013264	0.0086311	12
5952	1445.79	714.853	43.5993	57.5465	5.88085	1.15994	0.198789	0.0151799	0.00122204	0.00284336	26.1395	1.08505	9.74157	0.0094728	0.0064858	12
4966.13	1613.73	608.876	44.6242	59.9403	5.87414	1.22183	0.201136	0.0158734	0.00146962	0.00270587	19.6549	1.10117	9.44268	0.0091248	0.0059426	12
6654.67	9361.87	412.971	51.2671	51.1593	5.99891	1.14177	0.184923	0.0880162	0.00130338	0.0015543	54.6415	1.10789	8.71313	0.010439	0.0062223	12
4952.42	1018.35	352.502	57.8869	42.9399	6.13631	1.1039	0.230963	0.0159722	0.00144186	0.00100167	39.6893	1.14439	8.64764	0.0074763	0.0045115	12
2931.05	709.473	560.761	60.8884	63.1639	5.9566	1.25052	0.210842	0.000516069	0.00122452	0.00453406	39.1181	1.11198	9.47416	0.0084238	0.0052335	12
6344.12	5389.28	710.655	38.8386	55.6487	5.67922	1.14818	0.193849	0.00103066	0.00126124	0.00337375	44.7262	1.07728	9.79899	0.011132	0.0066596	12
3504.16	3190.52	670.23	48.0689	62.1035	5.83338	1.27537	0.218546	3.52596e-05	0.00104654	0.00351452	17.7579	1.10399	9.8025	0.007529	0.0055527	12
4107.59	1285.13	487.999	54.2351	58.7338	5.7641	1.27383	0.206211	1.11946e-05	0.00130141	0.00277754	19.4393	1.13188	8.90966	0.0088096	0.0057683	12
6511.45	3105.01	968.496	35.1192	61.3408	5.81481	1.17437	0.196775	0.0012309	0.00156564	0.00327193	34.2096	1.07638	10.1768	0.011621	0.0073089	12
6147.23	2986.94	420.678	47.6676	49.4513	5.80606	1.19865	0.197953	0.000705034	0.00171746	0.0013167	37.4867	1.12049	8.78332	0.0088861	0.0056009	12
3490.7	8401.63	246.08	79.5492	47.525	5.96066	1.22198	0.217718	2.18357e-05	0.00185142	0.00141026	30.2704	1.15604	7.99873	0.0076513	0.0042252	12
6875.24	1333.23	1142.26	25.1826	59.4219	5.70856	1.15097	0.195939	1.76899e-05	0.00104296	0.00371832	99.6271	1.05803	10.7469	0.011073	0.0076711	12
6024.77	6922.44	786.678	38.4106	65.9022	6.23588	1.17679	0.186484	0.0576378	0.00121183	0.00255726	26.2973	1.0874	9.764	0.0095356	0.0072629	12
5659.66	4475.04	975.988	36.3731	70.0819	5.94282	1.2025	0.181718	0.00998743	0.00124152	0.00450177	61.3331	1.06595	10.2467	0.011303	0.0074902	12
8069.1	279.089	383.359	35.9533	59.988	6.19565	1.19828	0.157731	0.0480161	0.00177409	0.00149423	15.6704	1.0991	8.44631	0.0098872	0.0066376	12
7335.99	5128.32	1009.18	42.5082	59.8839	6.20465	1.14969	0.192508	0.0869262	0.00121862	0.00179531	83.4669	1.0678	10.3299	0.011193	0.007518	12
6406.13	3738.58	177.511	57.1486	41.447	5.58714	1.19592	0.193069	0.000516245	0.00257621	0.00103917	12.1499	1.22292	6.93292	0.0059406	0.0039536	12
6142.68	9.97444	696.763	21.725	136.129	7.9097	1.24626	0.100052	0.000997104	0.000743697	0.0100005	88.642	1.03627	9.09215	0.017203	0.01068	10
5741.23	733.811	755.147	17.5611	148.991	7.94721	1.25459	0.0979508	0.010826	0.000679374	0.00958071	65.5207	1.03739	9.18307	0.017406	0.011087	10
5088.63	21.4305	653.601	26.4306	134.596	7.90194	1.2506	0.105865	0.0126023	0.000700854	0.00994433	99.3835	1.04776	9.04393	0.015198	0.010087	10
5890.91	12.4718	712.246	20.1808	142.204	8.04133	1.25848	0.0997796	0.0105861	0.00073531	0.00999517	91.0924	1.04112	9.10704	0.016504	0.010735	10
5113.25	20.4565	677.274	23.4568	136.904	7.93568	1.26072	0.106261	0.0227939	0.000690002	0.01	87.071	1.04929	9.05001	0.015938	0.010248	10
4127.76	1.40433	543.547	22.8813	120.382	7.90777	1.26493	0.122979	0.00361778	0.00057806	0.00995605	53.5634	1.07099	8.74333	0.013595	0.0088163	12
4012.94	1.00422	592.757	36.2701	126.209	8.05941	1.28796	0.122172	0.0890638	0.000805259	0.0099197	92.2843	1.07011	8.90081	0.013712	0.008943	12
5635.8	16.3077	746.374	18.3809	144.97	7.92137	1.31604	0.101069	0.0200964	0.000670999	0.00999671	66.5679	1.0423	9.18668	0.016419	0.010846	12
5235.68	239.49	734.459	22.8033	145.547	7.95998	1.25201	0.102309	0.0193109	0.000725804	0.00985284	95.9315	1.04105	9.17564	0.016268	0.010726	10
5260.4	1331.39	764.228	25.0649	146.086	7.95301	1.2455	0.102201	0.0242242	0.000677912	0.00971418	92.3737	1.03854	9.24331	0.017062	0.010879	10
5683.17	13.7108	688.825	23.6906	134.959	7.84799	1.25565	0.104213	0.0320517	0.000793798	0.0099813	75.3515	1.04318	9.08446	0.016503	0.010356	10
5426.37	7.512	672.782	22.6553	129.671	7.84357	1.25738	0.11777	3.0875e-05	0.000770355	0.00980009	13.9547	1.05557	9.00381	0.014843	0.0096344	12
6098	15.9938	779.806	20.3826	143.739	8.068	1.25189	0.100357	0.00430592	0.000669625	0.00997604	92.3008	1.03894	9.23014	0.016813	0.011078	10
6389.06	13.3453	758.946	20.3233	143.97	8.0538	1.25314	0.0973794	0.0189454	0.000736771	0.0100008	79.3651	1.03504	9.1993	0.01713	0.011098	10
5604.84	14.6956	656.196	18.9431	134.249	7.92747	1.25769	0.103921	0.00929388	0.000735106	0.00881207	82.9082	1.05095	8.98371	0.015613	0.01028	10
4998.71	3.42907	611.56	33.4293	126.456	7.84345	1.26435	0.112924	0.0247321	0.000829832	0.00972499	55.9356	1.05932	8.87307	0.014707	0.0095359	10
4601.46	6.17322	620.485	24.076	125.571	7.794	1.26261	0.120141	0.00225385	0.000703466	0.00999861	27.3391	1.05726	9.02072	0.013753	0.0090676	12
4972.76	14.6482	677.182	27.2207	134.36	7.90794	1.26733	0.111689	0.0383183	0.00073033	0.00991421	37.1086	1.04484	9.11627	0.015448	0.0098356	10
6024.19	16.1259	740.742	19.9268	143.467	8.05508	1.25358	0.0997808	0.00390529	0.000746138	0.00999588	74.8981	1.04126	9.14259	0.016707	0.010871	10
6028.74	15.8359	746.81	17.8356	145.407	8.14486	1.24743	0.0986933	0.0112902	0.000748636	0.00994607	80.6278	1.03497	9.18597	0.017482	0.010964	10
5736.33	11.4426	708.133	24.6234	137.424	7.96343	1.25429	0.10235	0.0112137	0.000723509	0.0100009	93.6403	1.04348	9.08634	0.016488	0.010657	10
6006.43	16.925	734.895	25.5518	142.236	8.02393	1.25858	0.0988268	0.0062892	0.000674974	0.0100009	80.4766	1.0319	9.18056	0.017299	0.010975	10
3834.49	395.798	568.825	31.0835	127.604	7.63946	1.25566	0.118109	0.000633624	0.000739731	0.00984604	42.8514	1.06871	8.88294	0.012246	0.0088946	10
4631.09	2.48164	583.519	26.6919	124.091	7.97169	1.24841	0.11816	0.0120547	0.000606839	0.0094276	39.3504	1.06017	8.83947	0.014306	0.0090946	12
5843.91	22.1261	751.842	20.7205	144.114	8.06053	1.25506	0.100791	0.0060611	0.000704458	0.0100008	71.267	1.04314	9.16384	0.016429	0.010892	10
5100.79	13.0387	686.609	20.7285	137.155	7.96535	1.26942	0.106822	0.0110606	0.000703576	0.0100009	88.7802	1.04945	9.06132	0.016467	0.010307	10
6027.72	18.1886	757.46	22.7149	143.7	8.04831	1.25659	0.0998848	0.0238485	0.000687149	0.00999503	69.0889	1.04027	9.18134	0.016523	0.010983	10
5565.78	26.3165	671.99	22.3176	137.086	7.99504	1.23263	0.102997	0.0113696	0.000636183	0.00999981	57.7606	1.04658	8.95847	0.016771	0.010518	10
4267.07	1624.46	570.852	30.4708	130.856	7.63785	1.25074	0.109122	0.00524058	0.00089358	0.00965308	90.7481	1.04943	8.89008	0.015802	0.0094146	10
5602.39	23.083	733.838	23.3443	138.581	7.96206	1.25569	0.104068	0.0159351	0.000705199	0.00958399	100	1.04494	9.13902	0.016624	0.010706	10
4616.75	8.99008	580.758	24.4304	123.498	7.67311	1.27085	0.116148	0.00180071	0.000739983	0.00975371	45.5196	1.06771	8.82545	0.013888	0.0091835	10
4592.58	942.224	633.059	30.1455	137.824	7.80323	1.2618	0.105161	0.00222432	0.000730432	0.00938177	83.0935	1.04257	8.99035	0.016702	0.010088	10
4826.56	2.82536	597.379	24.123	129.935	8.07321	1.26686	0.113853	0.00494439	0.00082415	0.00881139	35.0803	1.05918	8.91631	0.013189	0.0092375	12
5685.58	112.442	717.395	16.1539	144.983	8.12243	1.24908	0.0988577	0.0111605	0.000671665	0.00802669	86.2016	1.033	9.22579	0.016605	0.010866	10
5369.46	17.9016	671.776	29.0076	139.337	8.0018	1.25885	0.102845	0.0355574	0.000793927	0.00990205	70.6629	1.04637	9.03678	0.015411	0.010332	10
5578.92	12.2342	719.155	24.67	138.735	7.95655	1.26624	0.103944	0.0250809	0.000769611	0.00999581	87.6808	1.04581	9.11662	0.016375	0.010569	10
4566.37	300.691	598.937	28.3059	136.434	7.8002	1.25384	0.105201	0.00640848	0.000841377	0.00957821	91.415	1.05062	8.90775	0.015489	0.0097623	10
5048.37	73.3894	495.695	27.5765	118.881	7.55703	1.22481	0.107256	0.00187357	0.000717474	0.00846194	91.6583	1.06947	8.474	0.014634	0.0093178	12
4539.91	610.52	590.57	25.6202	136.803	7.8035	1.25203	0.104202	0.0157127	0.000731847	0.00971983	82.7527	1.04588	8.88253	0.016489	0.0098862	10
5204.88	987.832	722.745	19.8358	146.502	7.92092	1.25198	0.102066	0.00107999	0.000727728	0.0098795	61.1844	1.0433	9.13578	0.016735	0.010626	10
5315.6	11.2011	635.937	27.422	132.949	7.88202	1.255	0.105201	0.00348722	0.000682327	0.0100008	92.9982	1.05494	8.90973	0.014599	0.010192	10
5587.15	17.7678	682.939	27.9336	137.788	8.03838	1.24042	0.10317	0.00711077	0.000720223	0.00969891	56.9459	1.04151	9.04158	0.016431	0.010442	10
5790.38	14.8437	713.702	22.7811	140.114	8.0015	1.25235	0.101684	0.00225927	0.000710645	0.00994445	92.0244	1.04544	9.10052	0.015642	0.010684	10
4231.47	3.47458	553.291	39.3316	115.938	7.55185	1.2799	0.121457	0.0226194	0.000734126	0.00999787	79.6817	1.06741	8.85123	0.012924	0.0087847	10
6383.61	12.5215	711.545	18.4031	136.465	7.89736	1.24759	0.101395	0.00208173	0.000831392	0.00947978	58.3342	1.04788	9.02169	0.016729	0.010751	10
5964.85	15.979	725.147	24.8838	139.379	8.02425	1.2586	0.101919	0.00824407	0.000704001	0.0090639	60.8512	1.04016	9.13172	0.016381	0.010703	10
5127.77	809.273	719.965	25.484	142.741	7.87051	1.25633	0.10298	0.00316796	0.000741358	0.00936156	92.1934	1.03895	9.15743	0.01728	0.010627	10
5914.54	18.9858	701.985	22.8033	139.952	7.9417	1.25432	0.0999817	0.0148582	0.000772154	0.0100007	86.823	1.0404	9.09003	0.016621	0.010659	10
3938.36	0.330208	561.451	32.3537	118.885	7.97087	1.28339	0.130439	0.000956877	0.000720986	0.00995835	93.2009	1.07176	8.84499	0.012907	0.0082548	12
6062	18.0455	737.99	19.5342	142.176	8.00724	1.25485	0.0998009	0.0108442	0.000700656	0.00995895	65.7164	1.03832	9.15425	0.017016	0.01087	10
5641.3	12.1411	710.687	24.4802	139.526	7.99083	1.26069	0.102136	0.0132592	0.000745697	0.0100002	96.6925	1.0447	9.11844	0.015799	0.010597	10
4630.95	14.7005	511.735	31.8234	128.536	7.82465	1.26115	0.114079	0.0736082	0.000915924	0.0100006	19.6853	1.08324	8.47889	0.012504	0.0088254	12
5860.86	22.5353	740.02	22.8699	140.435	7.95478	1.25045	0.101441	0.0135633	0.000722631	0.00998168	99.0595	1.03914	9.20086	0.016283	0.010763	10
4429.03	308.899	529.767	27.3321	126.371	7.63192	1.24922	0.109091	0.00463232	0.00087619	0.00865378	84.5483	1.0544	8.72074	0.016015	0.0092854	10
5338.56	14.6047	723.905	18.1007	153.659	9.19251	1.2468	0.0996114	0.0132599	0.000669898	0.0050906	99.9825	1.03048	9.18768	0.017329	0.010814	12
4116.19	7.85361	577.946	29.6536	113.33	7.66063	1.30438	0.130118	0.000222158	0.000614675	0.00682553	36.6847	1.07281	8.911	0.012959	0.0084967	12
5846.97	21.9272	712.246	22.3174	135.559	7.90611	1.22491	0.103405	0.00707015	0.000749422	0.00999991	81.2881	1.04044	9.15645	0.016351	0.010493	10
5772.91	22.8646	717.017	21.3269	141.297	8.02667	1.25211	0.100447	0.0471222	0.000670619	0.00991309	76.7597	1.03895	9.09539	0.017554	0.010866	10
5972.2	9.44406	692.711	24.0332	136.606	7.9529	1.25044	0.101328	0.0194367	0.000731736	0.0100006	69.214	1.03049	9.10064	0.017995	0.010702	10
6591.01	20.4545	701.821	12.7094	143.224	7.98755	1.24308	0.0942654	0.0140531	0.000732143	0.00988797	66.3139	1.03057	9.14982	0.017322	0.011195	10
4581.63	2.58833	505.27	30.2977	121.509	7.88672	1.23888	0.125894	0.0325507	0.000922408	0.00990795	14.4435	1.08622	8.52339	0.011307	0.0082071	12
4332.69	121.53	572.661	35.6042	132.743	7.72343	1.27141	0.114398	0.0959885	0.000779273	0.00989644	23.7578	1.06673	8.78375	0.013417	0.0091357	12
5802.79	12.3594	711.911	18.0766	141.125	8.01494	1.26335	0.10397	0.00318371	0.000779242	0.00992962	36.0561	1.04939	9.06097	0.01534	0.010495	10
5528.32	10.1707	697.461	22.594	135.128	7.90517	1.25855	0.105266	0.0127168	0.00072295	0.00999095	82.0351	1.04999	9.07638	0.015215	0.010414	10
5446.71	13.2821	686.099	24.388	141.827	8.07609	1.26882	0.100988	0.031503	0.000691682	0.00993119	96.4052	1.04396	9.04523	0.016086	0.010577	10
4175.34	1.53023	509.991	32.5271	117.109	7.67995	1.27521	0.124007	0.0435479	0.00101968	0.0099829	50.4074	1.08097	8.66813	0.012056	0.0082311	12
5337.27	8.74374	675.534	23.5947	131.587	7.91556	1.25392	0.108488	0.00587651	0.000739024	0.00917152	89.4735	1.0521	9.05651	0.015317	0.010083	10
4410.07	250.638	584.142	31.1365	132.731	7.68563	1.26126	0.112031	3.34657e-05	0.000892006	0.00997067	34.7484	1.05726	8.80614	0.015424	0.0093444	10
5329.16	18.8953	670.774	22.5218	138.791	7.9911	1.25725	0.103404	0.00792147	0.000709728	0.00997809	99.9996	1.04969	8.98262	0.01632	0.010437	10
5686.53	14.4692	725.336	25.5737	137.46	7.93379	1.25471	0.103848	0.0138911	0.000695697	0.0100009	87.2301	1.03783	9.17896	0.016805	0.010608	10
5125.14	13.4356	666.332	19.4903	137.052	8.02789	1.25521	0.108597	6.17118e-05	0.000654911	0.00985183	38.4529	1.05206	9.01241	0.015318	0.010021	10
5594.08	20.2169	703.484	23.9313	140.533	8.00654	1.25482	0.10301	0.00220513	0.000731738	0.00999793	52.7673	1.03971	9.10763	0.016559	0.010468	10
5146.38	143.89	690.171	21.5275	142.983	7.95389	1.2481	0.102629	7.89966e-05	0.000706831	0.00998296	61.5614	1.04414	9.08453	0.016063	0.01042	10
5982.41	20.8602	738.924	17.8931	142.7	7.97263	1.26595	0.100789	0.00142153	0.000735189	0.0099994	58.663	1.0429	9.10248	0.017389	0.010914	10
5618.31	12.4963	711.268	23.2977	138.372	7.97542	1.25711	0.103455	0.00763898	0.000726317	0.00996688	87.5031	1.04497	9.10856	0.016216	0.010539	10
5177.56	1236.07	737.285	24.7898	147.45	7.99308	1.24635	0.101476	0.00946402	0.000720299	0.00980888	86.4883	1.03962	9.17545	0.016973	0.010757	10
5602.14	13.0621	721.014	28.8441	139.893	8.00897	1.26289	0.102926	0.0329531	0.000759773	0.00996155	95.7183	1.04397	9.11636	0.016013	0.010695	10
5404.22	4.9998	638.518	26.4891	126.37	7.70211	1.25994	0.110398	0.000118214	0.000817329	0.00995796	44.6774	1.04539	9.08204	0.014277	0.0096714	10
4500.57	560.218	606.284	27.9209	138.545	7.80376	1.26079	0.10458	0.0060651	0.000735477	0.00992419	82.9538	1.0491	8.9013	0.016049	0.009905	10
5855.67	11.1733	742.296	21.0888	139.684	7.98975	1.25696	0.102928	0.0443604	0.000757519	0.00998576	69.1473	1.04278	9.17069	0.016688	0.010731	10
5344.47	10.9402	681.391	21.5376	133.939	7.9111	1.25371	0.109016	0.000192731	0.000731575	0.0099836	43.2672	1.05541	9.00347	0.015548	0.010134	10
6625.73	10.4827	767.951	20.746	143.843	8.05946	1.25267	0.0962159	0.00742966	0.00073113	0.00976753	79.9622	1.0266	9.30579	0.016983	0.011207	10
6372.5	25.3619	791.891	20.5753	145.236	8.01072	1.25568	0.0978686	0.0144906	0.000694514	0.00999968	92.1663	1.03455	9.25762	0.017397	0.011258	10
3991.64	1799.46	511.154	33.5175	125.68	7.76346	1.28361	0.117877	1.67736e-05	0.000808381	0.00640282	29.326	1.07329	8.61892	0.013135	0.0084805	12
5861.72	12.5423	719.849	26.9055	137.002	7.89892	1.26296	0.102858	0.0231845	0.000747616	0.00996845	87.3376	1.04894	9.04997	0.016273	0.010837	10
3964.52	5.32595	593.963	33.9427	116.678	7.59071	1.2806	0.127911	0.019853	0.00076527	0.00981196	56.757	1.0677	8.9928	0.013557	0.0085649	10
6103.04	16.7136	725.546	20.9464	140.453	7.95794	1.2541	0.0998962	0.0182464	0.000751649	0.00997669	85.734	1.0433	9.08475	0.016968	0.010881	10
5879.39	27.6646	757.838	22.466	143.963	8.10627	1.25111	0.099822	0.00529913	0.000694616	0.00931524	87.558	1.03677	9.23945	0.016154	0.010934	10
4602.35	1237.13	626.106	28.874	140.3	7.85602	1.26342	0.103737	0.000213583	0.000756333	0.00920057	74.3774	1.04399	9.00458	0.015551	0.0099857	10
6054.69	16.2023	739.079	20.0879	142.177	8.00148	1.25709	0.101033	0.00193918	0.000772787	0.0099485	48.1456	1.04073	9.15706	0.016461	0.010722	10
6249.5	14.7062	738.755	23.546	140.455	7.99097	1.2508	0.100109	0.00935898	0.000756995	0.00986647	66.7676	1.03502	9.13587	0.017593	0.010949	10
5564.91	16.6703	658.953	24.1467	135.526	7.86748	1.25174	0.102827	0.010049	0.000803256	0.0100006	91.6251	1.04761	9.0123	0.015364	0.010261	10
6054.27	14.462	741.081	23.5468	143.132	8.0587	1.25586	0.0994079	0.00983233	0.000740436	0.00999765	81.5795	1.04604	9.09461	0.016246	0.011021	10
4351.13	3.91468	558.732	28.7963	121.085	7.71187	1.27439	0.118882	0.0170229	0.000846389	0.00993348	49.9285	1.061	8.85575	0.013916	0.0088039	10
5157.34	7.3901	658.184	29.8165	129.223	7.82781	1.26052	0.111311	0.000163956	0.000760982	0.00990187	47.1351	1.04857	9.03525	0.015192	0.0098101	10
4613.2	1132.86	666.352	24.798	140.447	7.76427	1.26661	0.105684	0.0140427	0.000683473	0.00989179	92.211	1.0451	9.11623	0.014997	0.010134	10
4572.95	423.285	621.808	30.9539	139.927	7.89823	1.256	0.103847	0.00456701	0.000723261	0.00959138	88.1741	1.04761	8.95126	0.015556	0.010039	10
5614.14	31.447	720.091	26.8894	142.054	8.02856	1.24819	0.10099	0.0317379	0.000679608	0.00999796	73.1878	1.04146	9.14301	0.015738	0.010751	10
5106.77	6.07846	621.809	31.8956	134.059	8.0555	1.24674	0.110232	0.150586	0.000760134	0.00988028	31.0272	1.06017	8.8693	0.014577	0.0098097	12
5952.71	10.4332	732.462	26.3442	138.799	7.97099	1.25731	0.101341	0.013441	0.00071724	0.010001	97.1393	1.04227	9.13652	0.016307	0.010844	10
8877.26	8699.05	227.909	35.4779	120.791	7.64884	1.59767	0.0469282	0.0656477	0.000234201	0.00286426	8.3415	1.25773	5.52221	0.0094329	0.0064711	13
9991.38	6071.77	247.463	49.1145	128.04	7.68143	1.58489	0.0475772	0.155279	0.000801468	0.00250928	9.09426	1.20513	5.88012	0.011334	0.0074029	13
9996.5	9812.91	255.286	26.3225	131.136	7.83163	1.60285	0.0433526	0.0541976	0.000187243	0.00219682	27.7126	1.18202	5.96777	0.01163	0.0081341	13
9693.45	7629.18	244.44	41.3776	130.87	8.09171	1.61894	0.0421987	0.193516	0.000178391	0.00159193	46.4524	1.17068	5.91727	0.012136	0.0080828	13
7992.23	6820.91	214.733	23.0013	127.396	7.56461	1.61626	0.0402208	0.00594679	0.000163985	0.00380403	31.3174	1.23529	5.5001	0.0094402	0.0068188	13
9975.19	7521.78	235.968	27.4964	132.523	7.69097	1.58636	0.0396325	0.00825534	0.000767802	0.00358536	15.3004	1.22384	5.62725	0.010667	0.0069487	13
9994.33	7674.97	243.165	20.2497	123.432	7.75037	1.55208	0.0466286	0.00896504	0.000201617	0.00187784	48.4756	1.1597	6.09673	0.011455	0.0080957	13
8262.92	3576.3	229.139	20.8625	123.903	7.81774	1.57622	0.0483616	9.90868e-06	0.000148239	0.00227851	21.2871	1.21475	5.77821	0.01013	0.0073256	13
8555.08	9611.9	232.731	35.4901	139.633	7.73313	1.63973	0.0445806	0.0215397	0.00160909	0.00227678	35.397	1.19122	5.96168	0.010427	0.007208	13
9976.01	2447.27	249.451	28.0613	126.011	7.59896	1.56581	0.0472854	0.0134175	0.000228368	0.00259917	17.0235	1.16679	6.04765	0.010943	0.007927	13
9068.39	3707.86	282.682	40.8118	177.377	9.85736	1.57855	0.0335341	0.278827	0.000125022	0.00186024	25.196	1.14807	5.94932	0.014489	0.0088186	13
9089.55	3992.67	208.125	31.6954	114.786	7.76051	1.54655	0.0412431	0.00244643	0.000143595	0.00247319	38.6596	1.23983	5.43072	0.0090054	0.0064107	13
9998.27	2520.17	263.31	22.7593	136.094	7.61853	1.61233	0.0423227	0.0192356	0.000143676	0.00375042	13.1762	1.1998	5.88219	0.011712	0.0080183	13
9914.17	7529.4	236.355	25.6894	119.167	7.68032	1.60367	0.0502822	0.0129987	0.000150741	0.00176099	7.64627	1.20009	5.84872	0.010514	0.0071098	13
9443.02	9878.43	224.642	31.4586	122.011	7.57199	1.59986	0.0445507	0.0135945	0.000285606	0.00237454	17.06	1.19574	5.75838	0.0097874	0.0069877	13
8530.32	6930.26	216.353	45.2115	107.472	7.66264	1.61013	0.0537412	0.0342446	0.000199645	0.00163108	7.83018	1.27777	5.44818	0.0096779	0.0061977	13
8439.7	8959.58	215.901	31.143	109.902	7.48661	1.58899	0.0496142	0.0127312	0.000183473	0.00232205	13.8883	1.27723	5.46272	0.0099824	0.0065543	13
9601.98	9910.36	205.073	42.1997	112.876	7.60876	1.57821	0.0450679	0.0737376	0.000412115	0.00211271	11.1761	1.21175	5.49485	0.011335	0.0064041	13
9501.79	6866.51	228.603	59.2215	142.442	7.9973	1.60889	0.0425748	0.0890993	0.00234988	0.00199498	17.2901	1.19422	5.88152	0.0097093	0.0067567	13
8310.75	9564.96	259.014	34.2023	185.067	9.85188	1.62688	0.0364084	0.196394	0.000842622	0.00162929	8.80063	1.17037	5.88801	0.011385	0.0074782	13
8536.37	2643.91	207.975	41.9894	106.936	7.5382	1.57556	0.0493139	0.0971994	0.000257248	0.00219473	13.1283	1.28883	5.36191	0.0090488	0.0060784	13
9508.05	6801.67	276.524	35.1869	162.861	9.83972	1.60927	0.0365533	0.0189611	0.000219743	0.00178981	4.53746	1.24553	5.49511	0.010199	0.0068322	13
8518.02	9702.4	254.975	34.6146	182.257	9.79835	1.60431	0.0351345	0.0119814	0.0016386	0.00169475	12.1836	1.22985	5.70875	0.0087006	0.0065325	13
9897.69	2806.7	243.371	19.0901	128.883	7.96204	1.60101	0.0433098	0.00248296	0.000168607	0.00174157	34.2098	1.16922	5.95371	0.012428	0.0079488	13
8276.55	9656.28	262.093	25.9339	174.613	9.7067	1.66204	0.0324373	0.0682838	0.000178046	0.00155971	29.5548	1.16329	5.79441	0.012895	0.0079686	13
9214.36	5218.44	260.157	38.6313	184.579	9.86246	1.61576	0.0308226	0.27452	0.000311266	0.00185389	11.8782	1.12875	5.88548	0.014652	0.0087597	13
9713.45	9958.02	249.424	32.8787	136.014	7.87204	1.56768	0.0415078	0.106884	0.000190594	0.00274448	40.2151	1.14801	6.05827	0.012127	0.0083028	13
