K_dl	K_zld	K_cic	K_sna	K_vnd	a_dl	a_zld	a_cic	a_sna	a_vnd	q_btm	w_dl.zld	Cic_att	V14
0.9230298282933	0.897893261177084	0.911947946247869	0.570168001392215	0.749812117427684	0.334724444444444	0.667734444444445	0.794881795785535	0.755797581698146	0.433872570531828	0.261893030772955	0.00464292929292929	0.3777625	2
0.935135569408689	0.993509086377524	0.911989711604265	0.551847315917378	0.721328263793448	0.254248888888889	0.649331111111111	0.807851088761297	0.691566996868684	0.421424348924115	0.122458359938292	0.000623030303030303	0.378415625	1
0.967528970802303	0.93854165279491	0.934709933141146	0.578040898698932	0.753375264178522	0.330161111111111	0.676771111111111	0.789983631663306	0.871816005128882	0.4187802491295	0.105016000181319	0.00123717171717172	0.383496875	1
0.949269416165561	0.964828053366455	0.920543314756339	0.517529374292597	0.761194792290436	0.33359	0.73092	0.781433454058751	0.772868866435959	0.393906757919965	0.265037275091898	0.00341555555555556	0.37049375	1
0.982545463759173	0.877270311331902	0.982744448469376	0.574976806978581	0.750719992437978	0.315246666666667	0.668912222222222	0.801784728646961	0.796538350432567	0.422973549827436	0.110054086939306	0	0.41900625	1
0.854740750895051	0.935870469135046	0.966741499563653	0.593373979974854	0.719777374976965	0.327	0.672166666666667	0.836351001138941	0.488899520158043	0.419591600602712	0	0.0116987878787879	0.43321875	2
0.972408537339468	0.827381006001254	0.932405572704409	0.475441893292018	0.753644784263838	0.321133333333333	0.703738888888889	0.787202461085378	0.680337650344616	0.419945103637699	0.101492744810628	0.000560505050505051	0.384178125	1
0.999621246965158	0.982015674317054	0.94837369432953	0.487322469333996	0.76552884118648	0.329112222222222	0.721638888888889	0.776290170334586	0.854911000173008	0.402985552272929	0.18564696214057	0	0.383225	1
0.988769807250847	0.813640161387488	0.938594421862612	0.536643245811864	0.757512406763257	0.325301111111111	0.722976666666667	0.780143540080726	0.843761698905653	0.411673055944409	0.0673833463064057	0.000448282828282829	0.3859875	1
0.999924030995368	0.999966913676161	0.998614600104912	0.516453308408096	0.731117634685536	0.296484444444444	0.493446666666667	0.815973667035035	0.761576924582307	0.440700677972142	0.287412033288322	0	0.431340625	2
0.999998769488509	0.973039058243926	0.994559264971394	0.552170166331809	0.762590382844744	0.317477777777778	0.715457777777778	0.780068181262244	0.899919548140747	0.401581119404382	0.137838149517171	0.0378756565656566	0.420040625	1
0.919257779263244	0.896592010290465	0.88766765294144	0.571724602336084	0.739095615670075	0.326864444444444	0.672562222222222	0.795445004686322	0.806148272125389	0.410793068560956	0.0440848456851897	0.00435565656565657	0.357275	1
0.987020438555363	0.969600067092835	0.99999992761755	0.522713813694146	0.772326000935147	0.319444444444444	0.806001111111111	0.787716052401639	0.858226686559289	0.424241034659298	0.167529998336153	0.00309040404040404	0.432225	1
0.973112346476921	0.996029049926901	0.963992739044377	0.597870608910762	0.736662043545667	0.329121111111111	0.56444	0.809005887477719	0.870208441147889	0.397290298388246	0.0512914744504553	0.00112	0.404996875	1
0.971704773139628	0.936307679439382	0.971976376861111	0.533904545612697	0.741686107283894	0.321546666666667	0.588335555555556	0.807521947903552	0.876410976802767	0.405277231927452	0.123345213143935	0.00200818181818182	0.416971875	1
0.927887534761727	0.952389970084121	0.919061403292076	0.569080609253711	0.750431373898439	0.332066666666667	0.71045	0.792871257301451	0.67020998935202	0.408723534051085	0.103807140584084	0.00912929292929293	0.37636875	1
0.926293895352328	0.987329023118779	0.918398025553436	0.55012061834598	0.724113836014475	0.339362222222222	0.533695555555556	0.814065952445781	0.836262364644421	0.386836745246177	0	0.0141475757575758	0.3778	2
0.972248345912583	0.866211128463394	0.925422802171748	0.511149318692356	0.760119305977757	0.329612222222222	0.730682222222222	0.777883873272115	0.714661367946677	0.397501345246687	0.164201123675046	0.00104121212121212	0.37393125	1
0.99905571881714	0.999525865720121	0.945612820752099	0.497622035658088	0.751843460606785	0.325835555555556	0.63955	0.786203653675834	0.583062762422365	0.413012068420192	0.0736413799466877	0.000312828282828282	0.385071875	1
0.984174762494728	0.913921231691689	0.939966027047609	0.513357144457703	0.764442655213142	0.325748888888889	0.761863333333333	0.776021000046889	0.819334043252811	0.391339504910872	0.145289659054146	0.000806464646464646	0.3815125	1
0.926137223617245	0.949008245501787	0.958163315346397	0.562759176550616	0.76140294064256	0.32578	0.722627777777778	0.783841986089355	0.851296403668448	0.399669394669448	0.370090987897431	0.0920040404040404	0.3998875	1
0.993296828639652	0.973220358507419	0.948265790358727	0.474514790585246	0.759189666136077	0.320801111111111	0.688767777777778	0.778918035988841	0.856370232461663	0.403538526431262	0.161697342108118	0.00589080808080808	0.386821875	1
0.998464521313911	0.930050359087698	0.983936403150995	0.458212196981602	0.762832721614926	0.313857777777778	0.726127777777778	0.774823622103773	0.770434004250079	0.401013784106908	0.137008944369123	0.0670640404040404	0.411953125	1
0.950284495264049	0.996059399893331	0.916083214957189	0.557474657583351	0.734558067970651	0.328848888888889	0.589504444444444	0.802801563827323	0.705516185443805	0.38516458760082	0.0595558451328579	4.67676767676759e-05	0.3747	1
0.978100353912431	0.834176007115463	0.999880687884197	0.518890825023507	0.780729901950467	0.303397777777778	0.86805	0.792878705761462	0.578937520435773	0.493816175009628	0.218419958062031	0.0001989898989899	0.449203125	2
0.970272776551333	0.995790163982823	0.931044609056356	0.528915853290079	0.754862481232483	0.323301111111111	0.692006666666667	0.784476573694838	0.782542590339638	0.41068330469813	0.109436795970653	0.00594242424242424	0.37394375	1
0.968624647500141	0.935016117521604	0.951850699922977	0.501878349538624	0.7415694472218	0.341858888888889	0.604233333333333	0.805413628539279	0.492245063711641	0.393095938450288	0	0.000581111111111112	0.39395625	1
0.981089965339474	0.92728895950459	0.935271996626857	0.484173051127461	0.75818479263019	0.316497777777778	0.734498888888889	0.781620942139533	0.87840389767912	0.419770261405601	0.0600818384703774	0.00122585858585858	0.383225	1
0.976825960455789	0.931725594006955	0.957842768890061	0.577233119417971	0.745127198934417	0.32487	0.633742222222222	0.797740590936974	0.904134952723439	0.401437710385417	0	0.00912707070707071	0.393184375	1
0.978094378351226	0.926037547665942	0.943829783203977	0.480132074747019	0.759821343619449	0.332365555555556	0.699841111111111	0.783934105248832	0.780874611716177	0.407579279459321	0.163402913930407	0.000368080808080808	0.39040625	1
0.858916806623676	0.977596876410689	0.912339009225752	0.594576152716988	0.756723665050276	0.343495555555555	0.778566666666667	0.786982772445048	0.575204403484316	0.427737572993388	0.406276117250953	0.0755746464646465	0.3778625	2
0.961813943743249	0.998984550947062	0.946734824566673	0.537148878937664	0.750542325031984	0.321508888888889	0.659197777777778	0.798079138249183	0.774794949652137	0.415552045695798	0.188771041044679	0.000133535353535354	0.3905875	1
0.996173194453501	0.808589938583137	0.975364010035982	0.551702890865699	0.753666763864045	0.323266666666667	0.694058888888889	0.794636565990647	0.885620800680631	0.436348714882151	0	0.00229818181818182	0.412384375	1
0.99273380156224	0.970933127094824	0.999925407692304	0.483339963696991	0.746970859187601	0.309572222222222	0.603426666666667	0.794487133043335	0.506107811663239	0.410556481486437	0.155794386189018	0.0519459595959596	0.42515	1
0.893956947474559	0.957321624237414	0.922181109843206	0.566868487734385	0.720430176014867	0.329368888888889	0.519525555555556	0.813215963513386	0.801903776357071	0.414489685775179	0.0915368255844062	0.107092929292929	0.38635625	2
0.945524689001411	0.946465087411157	0.95106500300907	0.489013521016381	0.752337581418477	0.315425555555556	0.689477777777778	0.782793589324267	0.886468126304869	0.414279182885418	0.129038606727356	0.104507070707071	0.40124375	1
0.99495381424209	0.982861669505764	0.958058088532758	0.524150162161423	0.756940065050274	0.316524444444444	0.65891	0.782348036978742	0.867114445290142	0.409048161438505	0.22369577946756	0.00901929292929293	0.390434375	1
0.970446106429809	0.875778149842487	0.986415276782482	0.533284760810759	0.758506651416924	0.305423333333333	0.747402222222222	0.779696329040097	0.911997594571426	0.399938655962161	0.115533962605917	0.219240404040404	0.4219375	1
